고객번호,상반기구매빈도14,하반기구매빈도14,상반기구매빈도15,하반기구매빈도15
3863,4,4,4,3
3864,3,3,4,3
3865,2,3,3,2
3866,2,2,2,1
3867,3,3,2,1
3868,3,2,2,2
3869,2,4,3,1
3870,3,4,4,4
3871,3,3,2,1
3872,3,3,4,3
3873,2,2,3,2
3874,3,3,3,3
3875,1,3,2,2
3876,2,3,3,3
3877,2,3,3,2
3878,1,1,2,3
3879,1,2,3,3
3880,4,3,3,3
3881,3,3,3,2
3882,2,2,3,4
3883,2,3,3,3
3884,2,2,2,3
3885,2,3,2,2
3886,1,3,3,4
3887,2,2,2,2
3888,2,3,2,3
3889,3,3,3,3
3890,1,2,3,2
3891,4,2,1,3
3892,3,3,3,2
3893,1,1,1,1
3894,3,3,3,4
3895,2,3,3,3
3896,4,4,4,4
3897,2,2,2,2
3898,2,3,3,3
3899,3,4,3,3
3900,2,2,2,4
3901,1,1,2,2
3902,2,4,4,4
3903,2,3,2,2
3904,3,2,2,2
3905,2,3,2,2
3906,2,2,2,1
3907,2,2,2,2
3908,3,2,3,2
3909,2,2,2,2
3910,2,2,2,1
3911,3,3,3,1
3912,2,2,2,1
3913,2,2,2,2
3914,3,3,3,4
3915,4,4,4,4
3916,4,4,4,4
3917,3,1,4,3
3918,2,2,4,3
3919,3,3,2,1
3920,3,2,1,3
3921,2,3,1,1
3922,4,4,4,3
3923,1,1,1,1
3924,2,1,3,2
3925,2,2,2,1
3926,2,2,2,2
3927,2,3,2,3
3928,4,4,4,4
3929,2,2,2,3
3930,3,4,4,4
3931,4,3,4,4
3932,2,2,2,2
3933,3,3,2,1
3934,2,3,3,3
3935,2,4,4,1
3936,2,2,2,3
3937,1,2,2,2
3938,2,2,2,2
3939,1,1,2,3
3940,3,4,4,3
3941,2,2,3,4
3942,2,2,2,2
3943,1,1,1,1
3944,2,3,2,3
3945,3,3,2,2
3946,2,3,2,3
3947,2,2,2,4
3948,4,4,4,3
3949,2,2,2,2
3950,2,3,3,2
3951,1,2,3,2
3952,2,2,2,3
3953,2,2,3,2
3954,2,2,2,3
3955,4,3,2,2
3956,3,2,2,2
3957,1,1,2,3
3958,2,2,2,2
3959,3,1,1,1
3960,2,2,1,1
3961,4,3,3,4
3962,2,2,1,1
3963,1,2,2,3
3964,1,2,2,2
3965,2,2,3,2
3966,3,3,3,3
3967,2,2,2,2
3968,1,1,3,1
3969,2,2,2,3
3970,1,2,3,3
3971,2,2,2,2
3972,3,3,3,3
3973,3,2,3,2
3974,1,1,1,1
3975,4,4,4,4
3976,4,4,4,4
3977,2,2,2,3
3978,2,3,1,1
3979,1,2,2,1
3980,3,3,2,3
3981,2,2,3,3
3982,1,1,2,2
3983,1,1,2,3
3984,3,4,2,3
3985,3,2,3,3
3986,1,3,4,4
3987,4,4,3,4
3988,4,4,4,4
3989,1,2,4,4
3990,1,2,1,1
3991,4,2,2,4
3992,2,2,2,2
3993,4,4,2,1
3994,2,2,2,2
3995,2,2,2,2
3996,2,2,2,2
3997,4,4,4,4
3998,4,3,3,3
3999,4,2,4,4
4000,3,4,4,4
4001,3,3,3,2
4002,2,2,2,4
4003,2,2,1,3
4004,1,1,2,2
4005,4,3,2,3
4006,2,2,3,2
4007,2,2,2,2
4008,2,2,2,2
4009,2,4,4,4
4010,1,2,2,2
4011,2,2,2,1
4012,4,4,3,3
4013,3,3,2,4
4014,1,2,1,2
4015,2,2,1,2
4016,2,2,2,2
4017,2,2,2,2
4018,4,4,3,3
4019,4,4,3,3
4020,3,3,4,4
4021,2,3,2,1
4022,2,2,2,2
4023,2,2,1,1
4024,3,3,2,1
4025,2,1,2,2
4026,2,2,1,2
4027,3,3,3,3
4028,1,2,2,1
4029,2,2,2,2
4030,2,2,2,2
4031,2,3,3,4
4032,2,3,3,3
4033,4,3,4,4
4034,4,3,3,3
4035,2,2,1,2
4036,3,2,3,3
4037,4,4,4,4
4038,3,3,2,3
4039,4,3,3,3
4040,4,4,4,4
4041,2,2,3,1
4042,2,2,3,3
4043,2,4,4,2
4044,1,1,3,4
4045,1,3,3,1
4046,1,1,1,1
4047,1,1,2,3
4048,2,2,2,2
4049,3,3,2,2
4050,2,3,2,3
4051,2,3,1,1
4052,4,4,4,4
4053,2,2,2,2
4054,2,2,2,2
4055,2,3,2,3
4056,1,2,4,3
4057,2,2,3,2
4058,2,2,2,2
4059,2,1,1,1
4060,2,3,3,2
4061,3,2,3,2
4062,3,3,3,3
4063,1,2,1,1
4064,4,3,3,2
4065,1,3,2,2
4066,1,3,3,3
4067,1,1,4,4
4068,3,2,1,1
4069,3,3,2,2
4070,1,1,2,3
4071,1,2,3,3
4072,2,3,3,2
4073,2,2,3,2
4074,1,1,2,2
4075,3,4,2,1
4076,1,1,1,1
4077,1,2,1,2
4078,2,2,1,3
4079,1,2,3,2
4080,1,2,2,2
4081,1,2,3,3
4082,3,4,4,4
4083,3,3,3,3
4084,1,2,2,3
4085,2,2,2,2
4086,3,3,4,4
4087,3,4,4,4
4088,3,3,3,2
4089,2,2,1,2
4090,3,3,2,1
4091,2,3,2,1
4092,2,2,2,2
4093,1,3,3,4
4094,3,3,3,2
4095,2,2,2,3
4096,1,1,3,3
4097,2,4,1,1
4098,2,3,2,4
4099,4,4,4,4
4100,2,1,2,2
4101,3,3,4,4
4102,1,2,3,4
4103,3,3,2,2
4104,3,3,2,2
4105,4,4,3,3
4106,1,2,2,3
4107,2,2,2,2
4108,4,4,4,3
4109,2,2,2,3
4110,4,4,1,4
4111,2,3,2,1
4112,3,4,3,4
4113,2,3,3,2
4114,3,3,4,4
4115,3,4,4,4
4116,2,2,2,2
4117,3,3,2,3
4118,3,3,4,4
4119,2,3,3,3
4120,2,3,2,2
4121,3,2,3,3
4122,2,3,2,2
4123,2,2,2,2
4124,2,1,2,2
4125,2,2,2,4
4126,2,4,3,3
4127,2,2,2,2
4128,4,4,4,4
4129,4,4,3,3
4130,1,1,2,2
4131,2,3,2,1
4132,1,2,1,2
4133,2,2,3,2
4134,2,3,3,2
4135,3,2,2,3
4136,3,3,3,2
4137,2,3,2,2
4138,4,3,3,2
4139,2,2,4,3
4140,3,3,2,3
4141,3,3,1,1
4142,4,4,4,3
4143,2,3,3,4
4144,2,2,2,1
4145,2,2,1,1
4146,1,2,2,1
4147,4,4,1,1
4148,1,2,2,2
4149,3,3,3,4
4150,2,2,2,3
4151,4,4,3,4
4152,2,3,2,2
4153,4,3,2,2
4154,2,2,1,2
4155,2,2,2,1
4156,1,1,2,2
4157,3,2,3,3
4158,3,3,3,3
4159,3,3,4,3
4160,3,3,2,2
4161,3,2,2,2
4162,2,2,2,2
4163,2,3,4,4
4164,4,3,3,4
4165,1,1,3,3
4166,2,2,1,1
4167,2,2,1,1
4168,2,3,2,1
4169,2,3,2,4
4170,2,2,2,2
4171,1,1,1,1
4172,4,4,4,4
4173,3,4,4,4
4174,3,3,3,2
4175,3,4,2,2
4176,2,3,3,1
4177,1,2,3,2
4178,1,2,2,2
4179,2,2,2,1
4180,3,4,2,1
4181,3,2,2,2
4182,2,2,3,2
4183,2,2,3,3
4184,1,2,2,4
4185,1,1,1,2
4186,2,3,4,4
4187,2,4,1,1
4188,2,2,3,3
4189,1,1,2,2
4190,3,2,2,2
4191,2,2,3,2
4192,3,3,1,1
4193,3,2,2,2
4194,2,3,3,3
4195,2,2,1,2
4196,1,2,3,3
4197,2,2,3,2
4198,2,2,2,2
4199,2,2,2,2
4200,3,3,3,3
4201,4,4,3,1
4202,3,3,3,4
4203,1,3,3,2
4204,4,2,1,3
4205,2,2,2,2
4206,1,1,2,1
4207,4,4,4,4
4208,4,4,3,4
4209,2,2,2,2
4210,2,3,3,2
4211,3,2,2,1
4212,2,2,2,4
4213,3,3,3,3
4214,2,2,1,2
4215,3,3,2,3
4216,1,2,1,4
4217,4,3,4,4
4218,1,3,2,2
4219,2,2,1,1
4220,1,1,2,2
4221,2,2,2,2
4222,2,4,3,4
4223,3,3,4,4
4224,2,2,2,1
4225,2,4,3,3
4226,3,4,4,3
4227,3,2,3,1
4228,1,1,2,3
4229,3,3,3,3
4230,1,2,2,2
4231,4,2,2,2
4232,2,2,2,1
4233,3,3,2,2
4234,1,2,3,3
4235,3,2,3,3
4236,2,1,2,2
4237,2,2,4,4
4238,2,2,2,3
4239,1,2,2,1
4240,1,3,2,2
4241,2,2,2,2
4242,3,3,3,3
4243,3,3,3,3
4244,1,1,1,1
4245,3,4,4,3
4246,3,2,3,2
4247,2,3,2,2
4248,1,3,3,3
4249,2,2,2,2
4250,2,2,2,3
4251,4,4,3,4
4252,2,2,2,2
4253,2,2,2,1
4254,2,2,2,4
4255,1,3,1,2
4256,2,1,2,2
4257,2,2,2,2
4258,2,3,3,3
4259,2,2,1,2
4260,3,2,2,2
4261,2,2,4,4
4262,3,3,2,2
4263,2,2,2,1
4264,3,3,4,3
4265,2,2,2,2
4266,2,2,2,2
4267,2,2,2,3
4268,2,2,1,2
4269,1,2,2,1
4270,3,3,3,3
4271,4,4,4,4
4272,3,3,3,3
4273,3,3,3,3
4274,4,3,2,2
4275,2,2,2,2
4276,3,4,4,4
4277,3,3,4,2
4278,3,3,3,1
4279,4,2,2,1
4280,2,2,2,1
4281,2,2,2,2
4282,1,1,1,2
4283,1,4,4,4
4284,1,2,2,1
4285,2,1,1,2
4286,3,4,4,4
4287,2,2,1,2
4288,3,3,2,2
4289,3,3,3,3
4290,1,2,2,2
4291,1,2,2,2
4292,2,2,3,2
4293,4,3,4,4
4294,3,2,3,3
4295,2,1,1,2
4296,2,2,2,1
4297,2,3,3,2
4298,2,2,2,1
4299,3,1,2,3
4300,2,2,1,1
4301,3,3,3,3
4302,2,3,2,4
4303,3,2,2,2
4304,4,3,3,2
4305,2,4,4,2
4306,2,2,2,1
4307,2,3,3,4
4308,2,3,2,2
4309,3,2,2,2
4310,3,3,1,2
4311,2,3,3,3
4312,1,2,2,2
4313,4,4,4,3
4314,2,3,2,3
4315,2,2,3,3
4316,1,2,2,2
4317,2,2,2,2
4318,3,4,4,3
4319,3,4,4,4
4320,4,4,4,4
4321,3,4,4,4
4322,1,2,2,2
4323,2,3,3,3
4324,2,2,3,1
4325,4,3,3,2
4326,3,3,4,4
4327,3,2,2,4
4328,3,2,3,3
4329,2,2,3,2
4330,3,4,4,4
4331,3,3,4,4
4332,2,2,2,2
4333,1,2,2,1
4334,1,2,2,2
4335,2,2,2,2
4336,2,3,3,3
4337,2,2,2,2
4338,2,1,2,2
4339,3,3,2,2
4340,4,2,2,2
4341,4,3,3,3
4342,4,4,3,1
4343,3,3,2,2
4344,3,3,2,2
4345,4,3,4,4
4346,2,2,2,2
4347,1,2,3,4
4348,2,3,4,3
4349,1,1,2,2
4350,2,4,4,3
4351,2,2,2,2
4352,2,2,2,2
4353,4,4,3,4
4354,3,4,3,3
4355,2,1,2,2
4356,2,2,1,3
4357,2,2,2,2
4358,2,2,2,1
4359,2,2,2,2
4360,4,4,3,4
4361,2,4,3,2
4362,3,3,3,2
4363,2,2,2,2
4364,2,2,3,3
4365,2,2,2,3
4366,1,1,2,2
4367,2,2,2,2
4368,2,2,2,1
4369,3,3,3,3
4370,4,4,4,4
4371,3,3,3,2
4372,2,2,3,4
4373,1,2,2,1
4374,3,4,3,3
4375,1,1,3,3
4376,2,2,2,2
4377,2,2,2,2
4378,4,3,3,2
4379,2,2,2,3
4380,2,2,2,2
4381,3,2,3,3
4382,2,2,2,1
4383,3,2,3,2
4384,3,2,2,2
4385,4,4,4,2
4386,1,4,4,4
4387,2,2,2,2
4388,4,3,3,2
4389,2,3,3,4
4390,3,4,4,1
4391,2,2,2,2
4392,3,3,3,3
4393,2,2,1,2
4394,2,2,1,1
4395,1,1,1,2
4396,2,1,2,3
4397,2,3,3,1
4398,2,2,2,2
4399,2,2,2,2
4400,3,3,2,1
4401,2,3,3,3
4402,3,3,3,3
4403,2,2,3,3
4404,2,2,2,2
4405,4,4,3,4
4406,2,2,3,2
4407,2,2,3,3
4408,2,3,2,2
4409,1,2,2,2
4410,4,3,3,3
4411,1,3,2,2
4412,2,2,2,4
4413,1,2,2,2
4414,2,4,3,4
4415,2,2,2,2
4416,2,2,2,3
4417,2,2,3,3
4418,2,2,2,2
4419,1,1,1,1
4420,4,4,4,4
4421,3,4,4,4
4422,2,3,3,4
4423,2,3,3,3
4424,2,2,4,4
4425,1,2,3,3
4426,3,3,2,2
4427,2,2,2,1
4428,1,1,3,3
4429,2,3,3,3
4430,1,1,3,4
4431,3,3,2,3
4432,3,3,2,2
4433,1,2,2,2
4434,4,4,4,3
4435,1,2,2,1
4436,3,3,3,4
4437,2,3,3,4
4438,4,3,3,3
4439,2,4,3,3
4440,4,3,3,4
4441,3,3,1,1
4442,2,2,3,2
4443,1,2,2,3
4444,2,2,2,2
4445,2,3,3,3
4446,2,3,3,4
4447,3,3,3,3
4448,1,1,2,2
4449,2,3,3,3
4450,1,2,2,2
4451,3,2,1,2
4452,2,2,2,3
4453,4,3,3,2
4454,2,2,2,2
4455,2,2,2,3
4456,1,2,3,2
4457,2,1,2,2
4458,2,3,2,3
4459,3,2,3,3
4460,2,1,2,1
4461,3,3,3,1
4462,2,2,2,1
4463,2,1,2,2
4464,2,2,2,1
4465,1,1,3,2
4466,3,3,4,3
4467,3,3,2,2
4468,3,3,2,1
4469,1,3,3,4
4470,2,2,2,1
4471,3,3,1,1
4472,2,2,2,2
4473,3,2,2,1
4474,4,4,3,1
4475,4,3,3,3
4476,3,2,3,2
4477,1,1,3,3
4478,2,2,2,1
4479,2,2,3,1
4480,3,3,3,2
4481,2,4,3,3
4482,1,2,3,4
4483,2,1,2,2
4484,1,2,2,1
4485,2,2,2,2
4486,2,3,2,2
4487,3,3,3,4
4488,1,1,2,3
4489,3,3,2,2
4490,2,2,1,1
4491,1,2,2,2
4492,2,2,1,2
4493,2,2,2,1
4494,3,4,2,3
4495,3,1,2,3
4496,1,3,3,2
4497,3,4,4,4
4498,2,2,2,2
4499,2,2,2,3
4500,2,4,4,4
4501,2,2,2,2
4502,2,2,2,4
4503,2,3,3,3
4504,2,2,2,2
4505,1,2,3,3
4506,2,1,2,1
4507,3,4,3,3
4508,1,4,4,1
4509,1,1,1,1
4510,3,3,3,4
4511,2,3,3,3
4512,4,4,4,3
4513,1,3,3,2
4514,2,3,3,3
4515,4,4,3,4
4516,1,2,2,2
4517,3,3,2,2
4518,2,2,1,2
4519,2,2,3,4
4520,2,2,2,2
4521,2,2,1,2
4522,3,3,3,2
4523,2,2,2,2
4524,2,2,2,2
4525,2,3,3,3
4526,2,2,2,2
4527,3,2,3,2
4528,3,2,3,3
4529,2,2,1,2
4530,2,2,2,2
4531,2,4,3,2
4532,2,3,4,3
4533,3,3,3,2
4534,1,1,3,4
4535,1,3,3,4
4536,1,1,2,3
4537,1,2,2,2
4538,2,3,4,4
4539,3,3,3,3
4540,2,2,2,1
4541,1,1,2,3
4542,2,2,2,2
4543,1,1,1,2
4544,2,2,2,2
4545,1,2,3,2
4546,3,3,3,2
4547,3,3,3,3
4548,2,1,2,2
4549,3,4,4,4
4550,1,2,3,2
4551,2,2,3,4
4552,1,2,2,2
4553,2,2,1,1
4554,2,2,3,2
4555,2,2,2,3
4556,4,3,3,4
4557,1,1,2,2
4558,1,1,1,2
4559,3,3,3,3
4560,2,2,2,2
4561,1,2,2,4
4562,1,2,2,2
4563,2,2,2,3
4564,2,2,2,1
4565,2,3,3,2
4566,4,4,4,4
4567,2,2,3,3
4568,4,3,2,1
4569,4,4,4,4
4570,1,2,2,4
4571,3,2,2,3
4572,3,2,2,3
4573,2,4,4,3
4574,3,4,3,3
4575,1,2,3,2
4576,2,2,2,2
4577,3,2,2,1
4578,4,4,2,2
4579,2,1,2,2
4580,1,2,3,3
4581,3,2,1,1
4582,3,2,2,1
4583,2,3,3,4
4584,3,4,3,4
4585,3,2,1,1
4586,2,2,3,2
4587,2,3,2,2
4588,3,4,3,3
4589,2,2,2,2
4590,2,3,4,3
4591,4,3,4,4
4592,2,2,2,3
4593,2,2,3,4
4594,1,1,2,2
4595,1,1,2,1
4596,3,3,3,3
4597,3,2,2,2
4598,2,2,2,2
4599,2,3,3,2
4600,1,3,2,3
4601,3,4,3,2
4602,3,4,4,3
4603,1,1,3,4
4604,2,2,1,2
4605,2,2,2,3
4606,2,2,3,3
4607,3,3,3,3
4608,2,2,1,1
4609,4,4,4,4
4610,3,2,4,2
4611,2,3,4,3
4612,2,2,2,2
4613,4,4,4,4
4614,2,3,2,3
4615,1,3,2,1
4616,2,2,2,2
4617,2,4,2,3
4618,2,2,1,1
4619,2,1,1,2
4620,2,3,2,4
4621,1,2,3,3
4622,4,3,3,3
4623,1,2,3,4
4624,2,2,2,2
4625,2,3,3,3
4626,3,2,2,2
4627,3,3,3,2
4628,4,3,3,3
4629,1,2,4,4
4630,3,3,3,4
4631,3,3,3,3
4632,1,2,4,4
4633,2,2,2,2
4634,3,3,2,2
4635,4,4,4,3
4636,2,3,3,4
4637,1,4,3,4
4638,4,4,3,2
4639,4,2,2,1
4640,2,2,3,2
4641,2,1,1,2
4642,1,1,1,3
4643,3,4,3,3
4644,4,4,4,4
4645,2,2,3,3
4646,4,4,3,3
4647,1,1,3,4
4648,2,2,3,2
4649,3,3,2,3
4650,3,4,4,4
4651,1,2,2,1
4652,3,3,3,3
4653,4,4,4,4
4654,2,1,2,2
4655,3,2,3,3
4656,3,2,3,3
4657,2,2,3,2
4658,2,2,4,3
4659,2,2,3,4
4660,1,3,3,2
4661,2,4,3,3
4662,3,3,3,2
4663,3,4,3,2
4664,4,4,3,3
4665,2,2,2,3
4666,2,2,2,1
4667,4,4,4,4
4668,2,2,2,2
4669,2,2,3,2
4670,3,4,4,4
4671,1,1,1,2
4672,2,3,3,3
4673,2,2,2,2
4674,2,2,2,3
4675,2,2,2,2
4676,2,3,3,2
4677,2,1,4,2
4678,1,1,1,1
4679,1,2,3,2
4680,1,3,2,1
4681,3,3,2,4
4682,2,2,2,2
4683,3,2,2,4
4684,1,2,3,3
4685,2,2,2,2
4686,3,3,4,3
4687,3,3,4,4
4688,2,2,2,2
4689,2,2,2,1
4690,2,2,3,2
4691,1,2,1,1
4692,2,3,2,1
4693,2,2,3,3
4694,3,3,3,4
4695,1,2,4,3
4696,3,4,3,3
4697,2,3,4,4
4698,3,4,3,2
4699,2,2,2,2
4700,1,2,1,1
4701,3,3,3,3
4702,1,2,2,2
4703,3,4,3,3
4704,3,3,4,3
4705,3,3,4,4
4706,1,1,2,2
4707,2,2,3,3
4708,2,3,3,2
4709,2,2,1,2
4710,3,1,2,1
4711,2,2,2,3
4712,3,2,2,2
4713,2,2,2,1
4714,2,2,2,3
4715,3,4,4,3
4716,4,4,4,4
4717,2,3,2,2
4718,1,2,2,2
4719,2,2,2,3
4720,3,3,3,3
4721,3,3,3,3
4722,3,3,3,3
4723,2,2,2,3
4724,2,1,2,1
4725,2,2,3,2
4726,2,3,3,4
4727,1,1,2,2
4728,2,1,1,2
4729,3,3,3,2
4730,2,2,2,3
4731,2,2,4,4
4732,2,2,3,4
4733,3,3,2,3
4734,2,2,3,2
4735,2,3,4,4
4736,2,2,2,3
4737,2,3,3,4
4738,3,3,3,1
4739,2,3,1,2
4740,2,2,3,3
4741,2,2,2,1
4742,3,4,3,3
4743,1,2,3,3
4744,2,2,2,2
4745,3,3,3,3
4746,3,4,4,4
4747,2,1,2,2
4748,2,3,2,2
4749,4,4,2,1
4750,1,2,2,3
4751,2,2,3,3
4752,3,2,2,2
4753,2,2,2,2
4754,2,2,1,2
4755,1,2,2,1
4756,3,4,4,4
4757,2,2,3,3
4758,1,2,2,2
4759,2,3,2,2
4760,1,2,2,1
4761,3,2,3,2
4762,2,1,1,1
4763,1,1,2,3
4764,2,2,3,4
4765,2,1,2,2
4766,2,1,2,2
4767,2,2,2,2
4768,3,3,3,2
4769,1,3,4,4
4770,2,3,2,2
4771,2,2,2,2
4772,3,3,4,3
4773,1,1,2,2
4774,2,3,2,3
4775,4,3,3,4
4776,2,1,2,2
4777,2,2,3,3
4778,2,2,2,2
4779,2,2,3,3
4780,2,2,3,3
4781,4,2,4,4
4782,4,2,2,2
4783,1,1,3,3
4784,2,2,3,2
4785,2,2,2,3
4786,3,3,2,3
4787,2,3,4,2
4788,4,4,4,3
4789,1,1,1,1
4790,3,3,3,2
4791,3,4,3,1
4792,4,1,2,2
4793,2,2,2,1
4794,3,2,2,4
4795,3,2,2,2
4796,1,1,2,2
4797,2,2,2,1
4798,2,2,3,3
4799,4,4,2,3
4800,3,3,3,2
4801,3,3,2,2
4802,3,2,2,4
4803,2,2,1,1
4804,2,2,2,2
4805,2,3,3,3
4806,2,2,2,1
4807,4,3,1,4
4808,3,2,1,1
4809,1,2,2,2
4810,2,4,4,4
4811,4,3,2,2
4812,3,1,1,3
4813,3,4,3,1
4814,2,2,3,2
4815,3,2,3,4
4816,3,3,3,4
4817,2,2,2,2
4818,2,2,3,3
4819,1,1,1,1
4820,2,2,3,2
4821,2,1,1,2
4822,1,2,4,3
4823,2,3,3,3
4824,3,4,3,2
4825,1,1,1,1
4826,4,4,3,3
4827,1,2,3,3
4828,2,2,2,2
4829,3,3,2,2
4830,2,3,3,2
4831,2,1,1,2
4832,3,4,3,3
4833,2,2,3,3
4834,1,3,2,2
4835,3,2,2,1
4836,3,4,4,4
4837,2,3,4,4
4838,2,3,3,3
4839,4,4,4,4
4840,1,1,2,2
4841,1,1,3,2
4842,2,2,2,2
4843,2,2,2,2
4844,2,2,1,2
4845,2,2,1,1
4846,1,1,1,1
4847,2,2,2,2
4848,2,1,2,2
4849,2,2,2,2
4850,2,2,3,3
4851,1,3,1,1
4852,1,2,3,3
4853,3,3,2,2
4854,3,3,3,3
4855,2,2,2,2
4856,2,1,2,3
4857,2,3,1,2
4858,2,1,2,1
4859,2,2,2,3
4860,2,3,3,3
4861,1,2,1,3
4862,2,3,2,2
4863,4,4,4,3
4864,1,1,3,4
4865,2,2,3,3
4866,2,3,2,1
4867,3,2,2,1
4868,4,4,4,4
4869,4,4,4,4
4870,2,2,2,2
4871,3,3,3,2
4872,2,4,4,3
4873,1,1,2,2
4874,2,1,2,3
4875,1,2,2,2
4876,3,3,2,2
4877,3,2,1,2
4878,4,4,4,4
4879,1,1,2,1
4880,2,2,2,2
4881,4,4,4,3
4882,3,2,3,4
4883,2,2,2,2
4884,1,4,1,2
4885,1,1,2,1
4886,3,2,2,2
4887,1,3,3,2
4888,3,3,3,3
4889,4,4,4,3
4890,4,4,4,4
4891,2,2,2,3
4892,3,3,3,4
4893,1,1,1,1
4894,3,2,1,1
4895,2,2,2,2
4896,2,2,2,2
4897,2,2,1,2
4898,2,1,2,3
4899,1,2,2,1
4900,2,2,2,1
4901,4,3,4,3
4902,3,4,3,3
4903,2,2,2,2
4904,3,3,4,3
4905,1,2,4,4
4906,2,3,3,3
4907,1,2,2,1
4908,1,2,3,3
4909,1,3,2,4
4910,1,2,2,3
4911,3,3,3,3
4912,2,2,1,2
4913,4,3,2,3
4914,2,2,3,2
4915,2,2,2,2
4916,3,3,3,2
4917,2,2,1,2
4918,2,2,3,2
4919,2,2,2,2
4920,4,1,3,4
4921,2,3,2,2
4922,4,2,3,3
4923,1,2,2,2
4924,4,3,3,1
4925,1,2,4,4
4926,1,1,1,1
4927,4,3,3,2
4928,4,1,3,1
4929,3,3,2,1
4930,1,3,2,2
4931,4,4,2,1
4932,3,3,3,3
4933,3,2,4,4
4934,2,2,3,2
4935,3,1,3,2
4936,2,2,2,2
4937,2,2,2,2
4938,3,3,4,4
4939,2,2,2,2
4940,4,3,3,1
4941,3,2,2,2
4942,1,3,3,2
4943,3,4,3,4
4944,3,3,3,3
4945,2,3,3,2
4946,1,3,4,3
4947,2,2,3,3
4948,1,3,2,2
4949,2,2,2,2
4950,2,2,2,2
4951,2,3,3,3
4952,2,1,1,1
4953,1,2,2,3
4954,3,3,2,2
4955,3,2,2,2
4956,3,3,3,3
4957,3,1,2,1
4958,2,2,2,1
4959,3,3,4,4
4960,3,2,2,3
4961,2,3,3,3
4962,2,2,2,1
4963,2,2,2,2
4964,2,3,3,3
4965,3,2,2,2
4966,1,2,2,3
4967,1,1,3,4
4968,3,2,2,3
4969,3,3,3,2
4970,3,1,2,2
4971,2,1,2,3
4972,2,2,2,2
4973,1,1,1,2
4974,4,4,3,3
4975,2,2,2,2
4976,1,1,2,2
4977,2,2,2,3
4978,2,2,1,1
4979,1,3,4,4
4980,3,2,2,1
4981,3,3,4,3
4982,2,2,2,3
4983,3,2,2,2
4984,4,4,4,3
4985,1,1,2,2
4986,2,3,3,2
4987,1,3,3,1
4988,2,2,3,2
4989,3,4,4,4
4990,3,4,4,4
4991,2,2,2,1
4992,3,3,2,3
4993,2,2,2,2
4994,1,3,3,3
4995,3,3,2,3
4996,2,2,2,2
4997,3,3,2,2
4998,2,2,1,2
4999,3,2,2,3
5000,2,2,2,2
5001,1,1,1,1
5002,3,3,2,2
5003,3,2,3,3
5004,3,2,2,3
5005,3,1,3,3
5006,3,3,4,4
5007,1,1,2,2
5008,2,3,3,3
5009,1,2,2,2
5010,3,3,2,2
5011,2,2,2,2
5012,3,4,3,3
5013,2,2,2,1
5014,1,3,3,3
5015,1,3,3,2
5016,1,3,2,2
5017,4,4,3,4
5018,2,2,3,3
5019,2,2,3,3
5020,2,3,2,2
5021,3,3,3,3
5022,2,3,2,4
5023,3,3,2,1
5024,3,3,3,3
5025,3,2,2,3
5026,4,1,1,2
5027,4,2,2,2
5028,3,2,2,3
5029,2,2,2,2
5030,2,3,2,2
5031,2,2,2,2
5032,2,2,3,2
5033,3,3,3,3
5034,1,2,2,3
5035,3,2,3,4
5036,4,4,1,1
5037,2,2,2,4
5038,2,2,2,3
5039,2,2,2,3
5040,2,2,3,3
5041,3,4,2,2
5042,2,2,2,2
5043,2,2,2,2
5044,3,4,4,4
5045,1,1,1,1
5046,2,2,3,2
5047,1,1,2,2
5048,3,3,3,3
5049,2,2,2,2
5050,2,2,1,2
5051,3,3,3,3
5052,3,3,3,3
5053,2,3,3,2
5054,2,2,2,2
5055,3,4,3,4
5056,2,1,2,2
5057,2,2,2,2
5058,2,2,2,1
5059,1,1,3,3
5060,4,4,4,4
5061,1,2,2,2
5062,2,2,2,3
5063,1,3,2,1
5064,2,2,2,2
5065,1,2,2,3
5066,1,2,2,3
5067,2,1,2,1
5068,3,2,1,2
5069,1,1,1,1
5070,2,2,2,2
5071,2,1,1,2
5072,2,3,3,2
5073,2,3,3,3
5074,2,2,2,2
5075,2,2,2,2
5076,1,2,3,3
5077,1,1,1,1
5078,2,2,1,1
5079,3,3,2,2
5080,3,2,2,1
5081,2,3,2,1
5082,1,1,2,2
5083,1,1,3,4
5084,1,2,2,2
5085,1,1,3,4
5086,2,3,3,3
5087,3,3,3,2
5088,3,2,2,3
5089,1,2,1,2
5090,1,1,2,1
5091,3,2,1,1
5092,1,2,2,1
5093,2,2,2,3
5094,3,4,4,4
5095,4,4,1,1
5096,2,3,2,2
5097,1,1,4,1
5098,3,2,4,4
5099,3,3,3,4
5100,2,2,1,1
5101,2,2,2,3
5102,1,2,2,1
5103,2,2,2,2
5104,2,2,2,3
5105,2,2,2,2
5106,2,2,1,2
5107,2,2,2,4
5108,2,2,3,3
5109,3,2,2,3
5110,2,2,2,2
5111,4,4,4,4
5112,2,3,4,3
5113,4,4,4,4
5114,2,2,2,2
5115,2,2,3,2
5116,2,1,2,2
5117,3,2,2,3
5118,2,2,1,2
5119,2,1,1,1
5120,3,2,2,1
5121,4,4,4,4
5122,2,2,2,3
5123,2,2,2,2
5124,3,2,2,3
5125,2,2,2,2
5126,2,2,2,2
5127,1,2,2,3
5128,2,3,3,3
5129,2,3,3,3
5130,3,4,3,3
