소분류코드,소분류명
B200601,주방시즌용품
B200602,주방균일가
B200701,겨울시즌용품
B200702,캠핑키친용품
B200703,일회용품
B200704,여름시즌용품
B200705,온라인야외/시즌용품
B200801,다이소
B200802,온라인균일가
B210101,휴지통
B210102,빗자루/쓰레받이
B210103,밀대/걸레
B210104,청소용솔
B210105,청소보조용품
B210106,구두용품
B210107,종량제봉투
B210201,세탁건조용품
B210202,다림용품
B210203,세탁보조용품
B210204,다리미판
B210205,분무기
B210206,세탁건조대
B210207,옷걸이
B210301,의류수납용품
B210302,다용도수납함
B210303,리빙박스
B210304,바스켓
B210305,서랍장
B210306,수납소품
B210307,신발수납용품
B210308,종이/패브릭수납함
B210309,카트/장바구니
B210310,쇼핑용품
B210401,타월
B210402,매트
B210403,욕실소품
B210404,수도용품
B210405,거실화
B210406,발판
B210407,욕실 수납용품
B210408,변기커버
B210409,욕실화
B210501,휴지통
B210601,걸레/청소포
B210602,밀대청소기
B210603,빗자루/쓰레받이
B210701,무세제크리너
B210702,청소용솔
B210703,청소편의용품
B210704,테이프크리너
B210801,음식물봉투
B210802,재사용봉투
B210803,종량제봉투
B220101,선반
B220102,기타소가구
B220103,행거
B220104,DIY소가구
B220105,서랍장
B220106,수납소품
B220107,키즈가구
B220108,수납함
B220201,벽지
B220202,데코시트
B220203,액자
B220204,시계
B220205,거울
B220206,장식소품
B220301,테이블
B220302,의자
B220303,제기
B220401,조명
B220402,전구
B220501,가정보수용품
B220502,전기보수용품
B220503,공구
B220601,건전지
B220701,종합가구
B220702,인테리어샵
B220801,다이닝테이블
B220802,책상
B220901,간이의자
B220902,좌식의자
B220903,책상의자
B221001,교자상
B221002,다용도상
B221101,병풍
B221102,제기세트
B221103,제기소품
B221201,야외용의자
B221202,야외용테이블
B221203,야외용품
B221301,벽지
B221302,시트지
B221401,시공가구
B221402,인테리어샵
B221403,일반가구
B230101,침구세트
B230102,이불
B230103,매트류
B230104,균일가침구류
B230105,베개류
B230106,솜류
B230201,기능성충전재
B230202,소품베개
B230203,솜
B230204,수납수예
B230205,수예커버
B230206,앞치마/장갑
B230207,우모충전재
B230208,쿠션
B230209,방석
B230210,덮개류
B230211,균일가 소품
B230212,온라인 수예소품
B230301,커튼소품
B230302,커튼
B230303,로만쉐이드
B230304,롤스크린
B230305,커튼봉
B230306,커튼악세사리
B230307,균일가커튼
B230401,담요
B230402,시즌침구
B230403,온라인수예시즌
B230404,이벤트수예
B230405,카페트
B230406,여름자리
B230407,모기장
B230408,황토침구
B230501,아동침구
B230502,아동베개
B230503,아동소품
B240101,미술용품
B240102,서예용품
B240103,악기류
B240104,교육보조재
B240105,가방
B240106,문구선물세트
B240201,초등노트
B240202,일반노트
B240203,수첩메모
B240204,서식지
B240205,사무용지
B240301,연필
B240302,펜
B240303,필통/파우치
B240304,연필깎이
B240305,샤프
B240306,수정용품
B240401,접착용품
B240402,게시용품
B240403,데스크정리용품
B240404,OA용품
B240405,서식지
B240406,사무용지
B240407,오피스스티커
B240408,온라인오피스용품
B240409,파일/바인더
B240410,앨범
B240411,클리어화일
B240412,기타화일
B240501,파티용품
B240502,포장용품
B240503,팬시용품
B240504,향초
B240505,편지/카드
B240506,크리스마스용품
B240507,기타시즌행사
B240601,공예용품
B240602,물감류
B240603,색연필/파스텔
B240604,서예용품
B240605,스케치북/종합장
B240606,싸인펜
B240607,채색도구
B240608,크레파스
B240701,교구류
B240702,만들기용품
B240703,온라인교육보조재
B240704,피아노
B240705,학습악기류
B240801,파우치/가방
B240802,파티용품
B240803,패션스티커
B240804,팬시스티커
B240805,팬시용품
B240806,편지/카드
B240807,포장용품
B240901,수첩메모
B240902,일반노트
B240903,초등노트
B241001,계절시즌행사
B241002,기타시즌행사
B241003,크리스마스용품
B250101,일반서적
B250102,잡지
B250103,참고서/수험서
B250104,취미실용
B250105,어학물
B250106,온라인 서적
B250201,아동음반
B250202,일반음반
B250203,VCD/비디오
B250301,아동서적
B250302,유아서적
B250401,DVD
B250501,아동서적
B250502,유아서적
B250503,일반서적
B250504,참고서/수험서
B250505,퍼즐
B250601,영상
B250602,음반
B250603,Digital Accessory
B260101,유아잡화
B260102,온라인BABY/INFANT
B260103,유아용품
B260104,미취학
B260105,신생아/유아
B260106,아동방꾸미기
B260107,발육기 의류
B260108,유모차/카시트
B260109,기저귀
B260110,베이비푸드
B260111,유아용품
B260112,유아침대
B260113,유아동가구
B260114,스킨케어 및 물티슈
B260201,디즈니
B260202,취미/DIY
B260203,공작완구
B260204,콜렉션인형
B260205,아기인형
B260206,소꿉놀이
B260207,바비와 바비의류
B260208,패션인형
B260209,여아드레스 및 소품
B260210,봉제인형
B260211,캐릭터봉제
B260212,여아취미
B260301,이미지내리움(일반교육)
B260302,전자교육
B260303,게임장난감
B260304,블럭장난감
B260305,미술용품
B260306,과학교구
B260307,퍼즐장난감
B260308,창작용품
B260309,아동서적류
B260310,학용품
B260401,기타전자완구
B260402,비디오게임기
B260403,비디오게임의류
B260404,비디오게임소프트웨어
B260405,컴퓨터게임소프트웨어
B260501,수집용완구
B260502,액션피겨
B260503,역할놀이완구
B260504,기차완구
B260505,건전지
B260506,자동차완구
B260507,조립식완구
B260508,무선조정완구
B260601,달러존
B260602,플레이세트
B260603,캔디류
B260604,카드포장지
B260605,할로윈
B260606,물놀이 용품
B260607,아웃도어용품
B260608,정원모래놀이
B260609,유아동승용물
B260610,아동자전거
B260611,전동승용물
B260612,스포츠용품
B260613,스포츠놀이
B260614,스케이트류
B260615,자전거용품
B260616,파티/팬시
B260617,프로모션
B260701,보드게임
B260702,블럭
B260703,퍼즐
B260801,과학교구
B260802,미술용품
B260803,아동서적
B260804,일반교육
B260805,전자지능개발
B260806,창작용품
B260807,학용품
B260901,키덜트/콜렉션
B260902,액션피겨
B260903,조립/프라모델
B261001,건전지
B261002,무선조종
B261003,미니기차
B261004,미니자동차
B261005,코스튬/롤플레잉
B261006,키덜트/콜렉션
B270101,수족관
B270102,고양이용품
B270103,온라인 레저취미
B270201,원예소품
B270202,생화
B270203,조화
B270204,가드닝세트
B270205,배양토/영양제
B270206,살수용품
B270207,시즌원예
B270208,원예공구
B270209,조화/숯
B270210,화분
B270211,화분받침
B270301,애견간식
B270302,애견건식사료
B270303,빗/이발기
B270304,샴푸/탈취제
B270305,스마트펫케어
B270306,애견습식사료
B270307,식기/물병
B270308,애견잡화
B270309,의류/줄
B270310,이동장
B270311,장난감
B270312,패드
B270313,하우스/방석
B270314,애견식품
B270315,애견비식품
B270316,온라인 애견용품
B270401,덴탈비식품
B270402,덴탈식품
B270501,고양이간식
B270502,고양이건식사료
B270503,고양이잡화
B270504,배변용품
B270505,고양이습식사료
B270506,캣타워/장난감
B270601,미용
B270602,분양
B270603,진료
B270604,처방사료
B270605,호텔
B270606,훈련
B270701,곤충
B270702,곤충용품
B270703,관상어
B270704,관상어용품
B270705,관상조
B270706,관상조용품
B270707,소동물
B270708,소동물용품
B270709,어항세트
B280101,자동차부품
B280102,오일/첨가제
B280103,도장판금용품/체인
B280201,세차관련용품
B280202,세차케미칼류
B280203,카방향제
B280204,카소취제
B280301,계절카시트
B280302,시트/카쿠션/매트
B280303,카매트
B280304,온라인카시트/매트
B280305,카시트
B280401,자동차처분
B280501,수납/핸드폰소품
B280502,내장ACC
B280503,외장ACC
B280601,실내DIY용품
B280602,실내편의용품
B280603,에어컨필터
B280604,오일/첨가제
B280605,와이퍼
B280606,워셔액
B280607,자동차보수용품
B280608,자동차소모품
B280609,자동차제설용품
B280610,페인트류
B280701,세차도구
B280702,세차케미칼류
B280801,자동차방향제
B280802,자동차소취제
B280901,미러류
B280902,실내수납용품
B280903,실내편의용품
B280904,쿠션류
B280905,핸들커버
B280906,햇빛차단용품
B281001,오토캠핑용품
B281002,걸이형장식품
B281003,봉제장식품
B281004,실내수납용품
B281101,거치대
B281102,기타케이블
B281103,온라인휴대폰용품
B281104,충전기
B281105,핸즈프리용품
B281106,휴대폰기타용품
B281201,소형가전
B281202,온라인장착용품
B281203,외부의류
B281204,타이어
B281205,오토바이ACC
B281301,오토바이ACC
B290101,이지편집
B290102,여성편집
B290103,SPICY 편집
B290201,여성피혁
B290202,일반브랜드
B290301,SPA
B290302,유니섹스
B290303,스타일리쉬
B290304,진캐주얼
B290305,이지행사
B290306,이지캐주얼
B290401,영컨셉
B290402,미시
B290403,마담
B290404,여성행사
B290405,여성캐주얼
B300101,셔츠
B300102,캐릭터정장
B300103,포말정장
B300201,타운캐주얼
B300202,골프캐주얼
B300203,시즌행사
B300301,SPA
B300401,비즈니스
B300402,남성캐주얼
B300501,정장행사
B300502,캐주얼행사
B300503,오렌지팩토리행사
B300504,브랜드직매입행사
B300601,교복
B310101,유아브랜드
B310102,유아온라인
B310103,유아NB
B310104,유아내의
B310201,컨셉편집
B310202,카테고리킬러
B310301,토들러
B310302,키즈
B310303,주니어
B310304,아동행사
B310305,아동토들러
B310306,아동키즈
B310307,아동주니어
B310401,아동행사
B310501,유아용품
B310502,아동용품
B320101,유아용품
B320102,수유용품
B320103,위생용품
B320104,유아완구
B320105,발육기
B320106,유아잡화
B320107,안전용품
B320201,유아토들러내의
B320202,유아토들러상의
B320203,유아토들러상하복
B320204,유아토들러아우터
B320205,유아토들러하의
B320301,주니어스포츠상의
B320302,주니어스포츠상하복
B320303,주니어스포츠아우터
B320304,주니어스포츠하의
B320401,주니어상의
B320402,주니어상하복
B320403,주니어아우터
B320404,주니어하의
B320501,유아PB
B320502,토들러PB
B320503,아동PB
B320601,유아NPB
B320602,토들러NPB
B320603,아동NPB
B320701,유아특정
B330101,남성내의
B330102,여성내의
B330103,내의기획
B330104,온라인 성인내의
B330201,팬티
B330202,브라
B330203,기능성란제리
B330204,란쥬
B330205,쥬니어란제리
B330206,심리스란제리
B330207,란제리 기획
B330301,신사양말
B330302,숙녀양말
B330303,아동양말
B330304,주니어양말
B330305,양말행사
B330306,양말선물세트
B330307,온라인 양말
B330401,남성홈웨어
B330402,여성홈웨어
B330403,홈웨어 기획
B330404,아동홈웨어
B330405,여성잠옷
B330501,스타킹기획
B330502,일반스타킹
B330503,타이즈
B330504,삭스
B330505,덧신
B330601,내의
B330602,란제리
B330603,홈웨어
B330604,양말
B330605,SHOP 기획
B330701,아동내의 기획
B330702,주니어내의 기획
B330703,남아내의
B330704,여아내의
B330705,남주니어내의
B330706,여주니어내의
B330801,내의기타행사
B330802,란제리행사
B330803,홈웨어행사
B340101,남성화장수
B340102,여성화장수
B340103,기능성화장품
B340104,크린싱/맛사지
B340105,색조화장품
B340106,헤어/바디케어
B340107,온라인 화장품
B340201,미용소품
B340202,미용대품
B340301,수입브랜드
B340302,아로마용품
B340303,온라인 수입브랜드
B340401,남성화장수
B340402,여성화장수
B340403,기능성화장품
B340404,크린싱/맛사지
B340405,색조화장품
B340406,헤어/바디케어
B340407,중저가화장품기타
B340408,바디용품
B340409,헤어용품
B340410,기타아로마용품
B350101,스키장비
B350102,스키잡화
B350103,스키복
B350201,등산복
B350202,등산용품
B350203,아웃도어용품
B350204,온라인 등산
B350301,낚시대
B350302,낚시잡화
B350401,여성수영복
B350402,남성수영복
B350403,아동수영복
B350404,수영용품
B350405,헬스복
B350406,온라인 수영복
B350501,브랜드
B350502,스키/보드장비
B350503,스키/보드용품
B350504,스키/보드의류
B350601,브랜드
B350602,물놀이용품
B350603,패션수영복
B350604,워터스포츠용품
B350701,브랜드웨어
B350702,등산웨어
B350703,트레이닝웨어
B360101,인라인스케이트
B360102,스케이트보드
B360103,킥보드
B360104,기타롤러용품
B360105,인라인스케이트
B360106,보드류
B360107,롤러보드용품
B360201,축구용품
B360202,야구용품
B360203,농구용품
B360204,배구용품
B360205,테니스/배드민턴
B360206,탁구용품
B360207,기타구기용품
B360208,팀유니폼
B360301,헬스기구
B360302,헬스용품
B360303,웨이트용품
B360304,피트니스용품
B360305,측정용품
B360306,보호대용품
B360307,기타헬스용품
B360308,투기용품
B360401,MTB자전거
B360402,일반자전거
B360403,아동자전거
B360404,자전거용품
B360405,일반자전거
B360406,전문자전거
B360407,아동자전거
B360501,스포츠장갑
B360502,스포츠모자
B360503,스포츠양말
B360504,스포츠가방
B360505,기타스포츠ACC
B360506,스포츠잡화
B360601,배드민턴용품
B360602,테니스용품
B360603,탁구용품
B360701,안마용품
B360702,보행용품
B360703,생활용품
B360704,침실용품
B360801,브랜드
B360802,기능성의류
B370101,김밥
B370102,라면
B370103,분식기타
B370104,칼국수
B370201,스테이크
B370202,양식기타
B370203,양식돈까스
B370204,철판볶음밥
B370301,모밀
B370302,우동
B370303,일식돈까스
B370304,일식종합
B370305,초밥
B370306,회덮밥
B370401,만두
B370402,볶음밥
B370403,중식SET
B370404,중식기타
B370405,짜장
B370406,짬뽕
B370407,탕수육
B370501,냉면
B370502,비빔밥
B370503,쌈밥
B370504,찌게
B370505,탕류
B370506,한식기타
B370601,기타F/F
B370701,피자레스토랑
B370702,뷔페레스토랑
B370703,한식레스토랑
B370704,중식레스토랑
B370705,일식레스토랑
B370706,양식레스토랑
B370707,기타레스토랑
B370801,커피
B370802,생과일
B370803,아이스크림
B370901,음료/디저트
B370902,분식
B370903,양식
B370904,일식
B370905,중식
B370906,한식
B371001,푸드엠파이어
B371002,푸드하우스
B371003,푸드캐피탈
B380101,포장해초류
B380102,미역
B380103,파래
B380104,매생이
B380105,톳
B380106,다시마
B380107,기타해초류
B380201,생나물
B380202,도라지
B380203,건나물
B380204,삶은나물
B380205,해초
B380206,고사리
B380207,취나물
B380208,기타나물
B380301,콩나물
B380302,숙주나물
B380303,국산콩나물
B380304,수입콩나물
B380305,풀무원콩나물
B380306,대상종가집콩나물
B380307,씨제이콩나물
B380401,두부
B380402,가공두부
B380403,겸용두부
B380404,부침두부
B380405,연두부
B380406,찌개두부
B380407,풀무원두부
B380408,대상종가집두부
B380409,씨제이두부
B380501,샐러드
B380502,간편양념
B380503,간편구색
B380504,드레싱
B380601,묵
B380602,풀무원 묵
B380603,대상종가집 묵
B380701,즉석참기름
B380801,묵
B380802,즉석참기름
B390101,양문형냉장고
B390102,중형냉장고
B390103,기능성냉장고
B390104,소형냉장고
B390201,드럼형세탁기
B390202,일반세탁기
B390301,LED TV
B390302,TV 의류
B390401,DVD
B390501,미니컴포넌트
B390502,포터블카세트
B390601,국산홈시어터
B390701,뚜껑식김치냉장고
B390702,스탠드형김치냉장고
B400101,포트형정수기
B400201,공기청정기
B400301,스탠드형에어컨
B400302,멀티형에어컨
B400303,벽걸이형에어컨
B400401,일반선풍기
B400402,미니선풍기
B400403,벽걸이선풍기
B400501,전기스토브
B400502,원적외선히터
B400503,온풍기
B400504,선풍기형히터
B400505,기타
B400601,전기요
B400602,전기장판
B400603,전기매트
B400701,초음파가습기
B400702,가열식가습기
B400703,복합식가습기
B400704,보틀형가습기
B400705,자연식가습기
B400801,비데
B400802,치솔살균기
B400803,안마의자
B400804,전기안마기
B400805,찜질팩
B400806,건강소품
B400807,체온계
B410101,일반밥솥
B410102,압력밥솥
B410201,웰빙가전
B410301,핸디형청소기
B410302,일반진공청소기
B410303,업소용청소기
B410304,로봇청소기
B410305,스팀청소기
B410306,살균청소기
B410307,청소기소품
B410401,전기포트
B410501,믹서기
B410601,다리미
B410602,드라이어
B410603,헤어스타일러
B410604,온라인 생활소형가전
B410605,DIY가전
B410701,커피메이커/머신
B410702,토스터기
B410801,살균건조기/세척기
B410802,웰빙가전
B410803,조리가전
B410804,기타소모품
B410901,전자레인지
B410902,오븐레인지
B410903,가스/전기레인지
B420101,의류
B420201,카메라소품
B420202,디지털카메라
B420203,기타 카메라
B420301,유선전화기
B420302,유무선전화기
B420401,이동통신소품
B420501,데스크탑
B420502,노트북
B420503,모니터
B420504,타블릿PC
B420601,키보드
B420602,마우스
B420603,스피커
B420604,기타주변기기
B420605,잉크
B420606,화상카메라
B420607,기타소모품
B420608,프린터
B420609,복합기
B420610,컴퓨터소품
B420611,메모리
B420612,잉크
B420701,남성용면도기
B420702,전기면도기
B420801,전동칫솔
B420802,기타
B420901,네비게이션
B420902,의류
B421001,녹음기/라디오
B421002,의류
B421003,기타
B421101,전자악기
B421201,MP3
B421301,전자사전
B430101,어묵
B430102,맛살
B430103,유부
B430104,곤약
B430105,김밥재료묶음
B430201,냉장면
B430202,냉장떡
B430301,햄
B430302,소시지
B430303,햄세트
B430401,단무지
B430402,포장김치
B430403,냉장간편식
B430404,냉장장류
B430405,온라인 냉장반찬
B430501,물만두
B430502,군만두
B430503,손찜만두
B430504,교자만두
B430505,만두피
B430601,냉동튀김
B430602,냉동부침/구이
B430603,온라인냉동간식
B430604,기타냉동반찬
B430701,냉동간식
B430702,냉동면
B430703,냉동간편식
B430801,얼음
B430802,홈아이스
B430803,튜브/컵아이스
B430804,바아이스
B430805,과자아이스
B430806,행사아이스
B430807,콘아이스
B430901,라운드햄
B430902,베이컨
B430903,사각햄
B430904,슬라이스햄
B430905,원물형태햄
B431001,비엔나소시지
B431002,일반소시지
B431003,후랑크소시지
B431101,냉장햄세트
B440101,드레스화브랜드
B440102,드레스화브랜드행사
B440201,캐주얼화브랜드
B440202,캐주얼화브랜드행사
B440301,아동화브랜드
B440302,아동화브랜드행사
B440401,슈즈행사
B440501,남성드레스화
B440502,남성세미드레스화
B440503,남성캐주얼화
B440601,여성정장화
B440602,여성캐주얼화
B440603,여성편리화
B440604,여성샌들
B440605,여성부츠
B440701,슬리퍼
B440702,실내화
B440703,남성샌들
B440704,여성샌들
B440801,NB구두
B440802,온라인 NB구두
B440901,성인운동화
B440902,아동운동화
B450101,14K
B450102,준보석행사
B450103,준보석브랜드
B450104,일반준보석
B450105,금
B450201,시계브랜드
B450202,시계편집
B450203,일반시계
B450204,벽/탁상시계
B450205,브랜드
B450206,아동시계
B450301,헤어악세사리
B450302,의류브랜드
B450303,의류편집
B450304,선글라스브랜드
B450305,선글라스편집
B450306,성인일반악세사리
B450307,성인헤어악세사리
B450308,아동헤어악세사리
B450309,아동일반악세사리
B450310,기타악세사리
B450311,악세서리행사
B450312,선글라스
B450401,피혁브랜드
B450402,명품브랜드
B450501,여행가방브랜드
B450502,캐주얼가방브랜드
B450601,멀티샵브랜드
B450602,캐릭터브랜드
B450701,의류행사
B450702,피혁행사
B450703,명품행사
B450704,선글라스행사
B450801,여성지갑
B450802,남성지갑
B450803,아동지갑
B450804,기타지갑
B450901,여성벨트
B450902,남성벨트
B450903,아동벨트
B450904,기타벨트
B451001,합피핸드백
B451002,천핸드백
B451101,여행가방
B451102,서류가방
B451103,학생가방
B451104,기타가방
B451105,캐주얼가방
B451106,아동가방
B451107,여행용품
B451108,가방NB
B451201,토탈기타잡화
B451202,피혁NB
B451203,명품
B451301,아동모자
B451302,선캡
B451303,성인야구모
B451304,성인벙거지
B451305,헤드웨어
B451401,우산
B451402,양산
B451403,우의
B451404,장화
B451501,스카프
B451502,머플러
B451503,워머
B451504,손수건
B451505,기타잡화
B451601,아동장갑
B451602,가죽장갑
B451603,캐주얼장갑
B451701,시즌샵
B451702,시즌행사
B451801,성인썬글라스
B451802,아동썬글라스
B451803,온라인 썬글라스
B451901,여행용품
B460101,일반한우
B460102,한우 선물세트
B460103,브랜드한우
B460104,PB 한우
B460105,PB 한우 선물세트
B460106,순한한우
B460201,미국산 냉장 소고기
B460202,미국산 냉동 소고기
B460203,호주산 냉장 소고기
B460204,호주산 냉동 소고기
B460205,수입육 선물세트
B460206,PB 수입 소고기
B460207,PB 수입소고기 선물세트
B460208,수입 돼지고기
B460209,기타 수입육
B460301,한우곰거리
B460302,한우등심
B460303,한우안심
B460304,한우양지
B460305,한우정육
B460306,한우채끝
B460307,한우특수부위
B460308,한우규격
B460401,한우냉동선물세트
B460402,한우냉장선물세트
B460501,산지한우
B460502,순한한우
B460503,진심한우
B470101,냉동계육
B470102,오골계
B470103,훈제계육
B470104,일반닭
B470105,토종닭
B470106,닭부분육
B470107,오리
B470108,기타육
B470201,PB 계란
B470202,일반란
B470203,차별화계란
B470204,기타란
B470301,일반오리
B470302,훈제오리
B480101,양념육
B480102,HMR
B480103,육가공품
B480201,PB 돼지고기
B480202,NB 돼지고기
B480203,차별화돼지고기
B480301,NB돼지고기
B480302,PB돼지고기
B480303,소포장팩
B480401,기능성웰빙돼지고기
B480402,품종차별화돼지고기
B480501,온라인돼지고기
B490101,마담/어덜트상의
B490102,마담/어덜트하의
B490103,마담/어덜트원피스
B490104,마담/어덜트아우터
B490105,마담/어덜트특정
B490201,미시캐주얼상의
B490202,미시캐주얼하의
B490203,미시캐주얼원피스
B490204,미시캐주얼아우터
B490301,여성베이직상의
B490401,여성이지캐주얼상의
B490402,여성이지캐주얼하의
B490403,여성이지캐주얼원피스
B490404,여성이지캐주얼아우터
B490501,미시캐쥬얼PB
B490502,어덜트캐쥬얼PB
B490503,이지여성PB
B490601,미시캐쥬얼NPB
B490602,어덜트캐쥬얼NPB
B490603,이지여성NPB
B490701,미시캐쥬얼특정
B490702,어덜트캐쥬얼특정
B500101,남성병행수입
B500102,여성병행수입
B500103,아동병행수입
B500201,남성베이직상의
B500301,남성스포츠상의
B500302,남성스포츠하의
B500303,남성스포츠아우터
B500401,남성어덜트캐주얼상의
B500402,남성어덜트캐주얼하의
B500403,남성어덜트캐주얼아우터
B500501,남성이지캐주얼상의
B500502,남성이지캐주얼하의
B500503,남성이지캐주얼아우터
B500601,어덜트PB
B500602,비지니스PB
B500603,스포츠PB
B500604,남성캐주얼PB
B500701,비즈니스NPB
B500702,남성캐주얼NPB
B500801,비지니스특정
B510101,에스마켓
B510201,브랜드 기획
B510202,브랜드
B510203,브랜드행사
B510301,브랜드
B510302,골프클럽
B510303,골프공
B510304,골프장갑
B510305,골프소품
B510306,골프의류
B510307,골프클럽
B510308,골프용품
B510309,기타골프용품
B510401,브랜드직매입
B510402,미입점행사
B510501,브랜드
B510502,미입점행사
B510503,브랜드기획
B520101,사과
B520102,배
B520103,감귤
B520104,포도
B520105,감
B520106,복숭아
B520107,자두
B520108,기타국산과일
B520109,밤
B520110,온라인 국산과일
B520201,참외
B520202,수박
B520203,딸기
B520204,토마토
B520205,메론
B520301,배세트
B520302,혼합세트
B520303,사과세트
B520304,기타과일세트
B520305,PB세트
B520306,친환경과일선물세트
B520401,친환경포도
B520402,친환경딸기
B520403,친환경배
B520404,친환경메론
B520405,친환경복숭아
B520406,친환경사과
B520407,친환경토마토
B520408,친환경자두
B520409,친환경감귤
B520410,친환경참외
B520411,친환경감
B520412,친환경참다래
B520413,친환경건과
B520414,GAP감귤
B520415,친환경기타과일
B520501,PB감귤
B520502,감귤기타
B520503,노지감귤
B520504,레드향
B520505,천혜향
B520506,하우스감귤
B520507,한라봉
B520508,황금향
B520601,PB감
B520602,규격감기타
B520603,단감
B520604,대봉시
B520605,비규격감기타
B520606,홍시
B520701,복숭아기타
B520702,부드러운복숭아
B520703,아삭한복숭아
B520704,천도복숭아
B520801,대석자두
B520802,자두기타
B520803,포모사
B520901,PB토마토
B520902,방울토마토
B520903,완숙토마토
B520904,찰토마토
B520905,토마토기타
B521001,거봉포도
B521002,델라웨어포도
B521003,머루포도
B521004,캠벨포도
B521005,포도기타
B521101,PB참외
B521102,참외
B521201,PB수박
B521202,수박기타
B521203,씨없는수박
B521204,유명산지수박
B521205,일반수박
B521206,컬러수박
B521301,딸기
B521302,산딸기
B521401,PB메론
B521402,머스크메론
B521403,메론기타
B530101,키위세트
B530102,기타수입과일세트
B530201,오렌지
B530202,자몽
B530203,레몬
B530301,아보가도
B530302,기타과일
B530303,쇼케이스과일
B530304,망고스틴
B530305,수입메론
B530306,야자
B530307,용과
B530308,블루베리
B530401,바나나
B530402,파인애플
B530403,망고
B530501,참다래
B530502,키위
B530503,석류
B530601,체리
B530602,수입포도
B530701,오렌지과일선물세트
B530801,기타오렌지
B530802,남아공오렌지
B530803,미국고당도오렌지
B530804,미국일반오렌지
B530805,칠레오렌지
B530901,남아공자몽
B530902,미국자몽
B530903,이스라엘자몽
B531001,간편과일
B531002,기타오렌지과일
B531101,미국석류
B531201,북미레몬
B531202,칠레레몬
B540101,초밥
B540102,회재료
B540103,활어회
B540104,일반회
B540105,참치회
B540106,장어류
B540107,모둠회
B540108,시즌회
B540109,연어회
B540110,홍어회
B540201,조개류
B540202,조개살
B540203,연체류
B540204,새우류
B540301,규격 RTC
B540302,간편조리행사
B540401,모둠초밥
B540402,활어초밥
B540501,회재료
B540502,장어류
B550101,땅콩
B550102,대추
B550103,호두
B550104,잣
B550105,곶감
B550106,은행
B550107,건과기타
B550108,건과선물세트
B550109,건과일
B550110,과일칩
B550111,마카다미아
B550112,믹스넛
B550113,시즈닝견과
B550114,피스타치오
B550115,하루견과
B550116,요리용견과
B550117,캐슈넛
B550118,친환경건과
B550119,블루베리
B550120,아몬드
B550201,친환경쌈채소
B550202,친환경엽채소
B550203,친환경뿌리채소
B550204,친환경열매채소
B550205,친환경샐러드채소
B550206,친환경양념채소
B550301,인삼세트
B550302,한방세트
B550303,견과선물세트
B550304,양념류선물세트
B550305,온라인 선물세트
B550306,약용버섯세트
B550307,더덕세트
B550308,혼합세트
B550401,냉동가공과일
B550402,냉동가공채소
B550403,냉동가공양곡
B550501,한방식재
B550502,한방재
B550503,한방차
B550601,한방식재
B550602,간편한방식재
B550701,한차
B550702,허브
B560101,도시락
B560102,김밥
B560103,초밥
B560201,한식
B560202,아시안
B560203,음료
B560204,양식
B560301,초밥
B560302,김밥/롤
B560401,도시락
B560402,샌드위치
B560501,샐러드
B560502,요리
B570101,미숫가루
B570102,일반선식
B570103,기타선식
B570201,멥쌀떡
B570202,찰떡
B570203,기타떡
B570204,일반떡
B570205,요리떡
B570206,전통과자
B570301,족발
B570302,순대
B580101,즉석족발
B580102,냉장족발
B580201,일반순대
B580202,요리순대
B590101,단무지류
B590201,포장반찬
B590301,김치류
B590401,즉석반찬
B590402,밑반찬
B590501,포장젓갈
B600101,젓갈류
B610101,식사류
B610102,FAST FOOD
B610103,디저트류
B610201,식사대용
B610202,전통간식
B620101,식빵
B620102,과자빵
B620103,바게트
B620104,케익
B620105,선물류
B620106,페스츄리류
B620107,온라인베이커리
B620201,오븐베이크류
B620202,피자
B630101,김치행사
B630102,반찬행사
B630103,젓갈행사
B630201,강정행사
B630202,떡행사
B630203,한과행사
B630301,동양식
B630302,양식
B630303,지역맛집
B630304,한식
B630305,행사기타
B630401,반찬류행사
B630402,일반간식류행사
B630501,강정행사
B630502,한과행사
B630601,테마먹거리
B630602,브랜드먹거리
B630701,즉석쥐포
B630702,즉석오징어
B630703,즉석어포
B630801,즉석김자반
B630802,즉석김
B630901,미역특산물
B630902,멸치특산물
B630903,김특산물
B640101,블루베리(기타)
B640102,칠레블루베리
B640201,미국 체리
B640202,체리 기타
B640301,미국기타포도
B640302,미국적포도
B640303,미국청포도
B640304,미국혼합포도
B640305,칠레기타포도
B640306,칠레적포도
B640307,칠레청포도
B640308,칠레혼합포도
B640309,페루기타포도
B640310,페루적포도
B640311,페루청포도
B640401,곶감
B640402,곶감세트
B640403,냉동기타과일
B640404,냉동블루베리
B640405,냉동열대과일
B640406,냉동채소
B650101,망고스틴
B650102,메론기타
B650103,아보카도
B650104,야자
B650105,용과
B650106,허니듀메론
B650201,PB바나나
B650202,고당도바나나
B650203,기타바나나
B650204,일반바나나
B650301,기타파인애플
B650302,필리핀파인애플
B650401,기타망고
B650402,대만애플망고
B650403,태국망고
B650404,필리핀망고
B650501,국산골드키위
B650502,국산그린키위
B650503,기타키위
B650504,뉴질랜드골드키위
B650505,뉴질랜드그린키위
B650506,이탈리아골드키위
B650507,이탈리아그린키위
B650508,칠레골드키위
B650509,칠레그린키위
B650601,열대과일선물세트
B660101,남성바디케어
B660102,남성헤어케어
B660103,남성훼이셜케어
B660104,면도기
