고객번호,분류코드,구매횟수,총구매액
5486,4,17,453015
5487,1,3056,15264848
5487,2,161,13942725
5487,3,1,52678
5487,4,12,511689
5488,1,1860,46429106
5488,2,52,5705669
5488,3,2,3414319
5489,1,354,5357511
5489,2,170,24138498
5489,3,5,462265
5489,4,96,1481710
5490,1,1272,14912527
5490,2,222,19873759
5490,3,1,49663
5490,4,75,981598
5491,1,123,2329643
5491,2,413,64609994
5491,3,23,9856513
5491,4,7,795542
5492,1,2216,13163809
5492,2,146,10420205
5492,4,42,787339
5493,1,1592,20806889
5493,2,163,27135707
5493,3,2,178488
5493,4,127,4239587
5494,1,1812,16791552
5494,2,453,92377244
5494,3,4,6369016
5494,4,42,735624
5495,1,361,9307742
5495,2,273,27078646
5495,3,36,50498593
5495,4,57,1683275
5496,1,549,6774954
5496,2,352,78854167
5496,3,4,3660959
5496,4,17,473818
5497,1,1577,8377924
5497,2,61,7263401
5497,4,5,42802
5498,1,1455,15785088
5498,2,207,18949361
5498,3,3,239957
5498,4,33,798773
5499,1,498,4946665
5499,2,209,56361096
5499,3,14,22708900
5499,4,71,536014
5500,1,1932,9221325
5500,2,65,1195543
5500,4,10,60301
5501,1,691,12828568
5501,2,170,20193811
5501,3,5,2528827
5501,4,30,2428507
5502,1,979,8636982
5502,2,72,2909611
5502,3,2,216430
5502,4,39,402229
5503,1,830,15411353
5503,2,159,10964809
5503,3,1,21466
5503,4,101,3865806
5504,1,1158,15333913
5504,2,163,31404716
5504,3,20,11745765
5504,4,257,6460652
5505,1,239,5768197
5505,2,240,33714190
5505,4,57,1278694
5506,1,831,5066867
5506,2,143,9877998
5506,4,71,1119148
5507,1,767,4285610
5507,2,376,44541666
5507,3,63,14220649
5507,4,20,667958
5508,1,2307,6993985
5508,2,11,229751
5508,4,1,81995
5509,1,1064,9240176
5509,2,67,3972806
5509,4,7,51367
5510,1,388,7472135
5510,2,113,11728477
5510,4,173,4543350
5511,1,434,4855074
5511,2,151,12410595
5511,4,22,268556
5512,1,1007,11480534
5512,2,110,7381738
5512,4,18,413192
5513,1,714,3336189
5513,2,27,1030400
5513,4,10,140601
5514,1,1251,11118564
5514,2,35,2703891
5514,4,12,418391
5515,1,1596,10161283
5515,2,108,3039265
5515,3,1,11262
5515,4,83,2035643
5516,1,633,5782762
5516,2,353,14472946
5516,4,26,336304
5517,1,1550,11763285
5517,2,175,7671196
5517,4,71,943875
5518,1,1088,8258788
5518,2,107,5158472
5518,4,8,67989
5519,1,1296,7013333
5519,2,49,840439
5519,4,21,382150
5520,1,243,2234764
5520,2,94,7915732
5520,3,2,79162
5520,4,117,1563054
5521,1,755,10163537
5521,2,220,21487413
5521,3,7,4899997
5521,4,50,930010
5522,1,1757,9691776
5522,2,15,515694
5522,3,2,484279
5522,4,18,463885
5523,1,1663,23676111
5523,2,36,3626177
5524,1,1874,9230516
5524,2,65,893590
5524,4,34,267486
5525,1,1470,8252525
5525,2,222,4518823
5525,4,73,1018453
5526,1,436,6536161
5526,2,204,18378024
5526,3,4,6121594
5526,4,13,306175
5527,1,771,17340769
5527,2,417,106681451
5527,3,63,83689083
5527,4,79,2601106
5528,1,1648,8658736
5528,2,34,529350
5528,4,3,43047
5529,1,574,36658692
5529,2,291,81438457
5529,3,3,975746
5529,4,19,1922453
5530,1,555,6686230
5530,2,185,17129219
5530,3,2,106119
5530,4,105,1731485
5531,1,479,2148970
5531,2,47,1293126
5531,3,1,10741
5531,4,8,39360
5532,1,454,8024277
5532,2,500,98465795
5532,3,18,22756341
5532,4,47,994175
5533,1,1581,6910348
5533,2,21,734513
5533,4,27,234711
5534,1,1864,9111070
5534,2,49,3075412
5534,4,12,32500
5535,1,2175,12313874
5535,2,51,2168511
5535,4,35,471155
5536,1,1382,12527966
5536,2,103,9499644
5536,3,1,186587
5536,4,61,1663419
5537,1,765,13035755
5537,2,54,712190
5537,3,1,48748
5537,4,14,144424
5538,1,1218,9338270
5538,2,102,6090676
5538,4,83,1017563
5539,1,325,5572952
5539,2,183,12469331
5539,3,1,30442
5539,4,64,1368754
5540,1,1063,8506875
5540,2,316,30240568
5540,3,5,3331699
5540,4,73,1556586
5541,1,326,4141878
5541,2,254,53426378
5541,3,3,300716
5541,4,14,276425
5542,1,544,10955028
5542,2,250,70006943
5542,3,2,1233654
5542,4,37,1705811
5543,1,191,1398935
5543,2,31,3279134
5543,4,9,86514
5544,1,1611,15194618
5544,2,318,35325198
5544,3,18,6887555
5544,4,111,1889019
5545,1,1142,5828896
5545,2,62,1265387
5545,3,1,19681
5545,4,34,221210
5546,1,248,4738642
5546,2,271,64546829
5546,3,14,6038409
5546,4,130,2810216
5547,1,624,3960666
5547,2,337,12251335
5547,3,4,451685
5547,4,132,5519064
5548,1,1427,6417863
5548,2,94,3388659
5548,3,3,185549
5548,4,71,611998
5549,1,521,10062450
5549,2,356,24919394
5549,4,58,1163023
5550,1,1630,12868944
5550,2,70,2198416
5550,4,21,663930
5551,1,438,3789423
5551,2,13,450472
5551,4,171,646665
5552,1,1043,14237173
5552,2,229,50463683
5552,3,10,16892003
5552,4,80,2289075
5553,1,3140,13399301
5553,2,35,2395627
5553,4,2,33980
5554,1,1829,33947368
5554,2,149,14389766
5554,3,4,1465574
5554,4,73,1632452
5555,1,353,20670113
5555,2,128,85816298
5555,3,7,8871076
5555,4,25,442853
5556,1,474,6177236
5556,2,241,31762997
5556,4,56,737224
5557,1,2010,14896518
5557,2,305,18830044
5557,3,2,1100761
5557,4,82,1649422
5558,1,3030,15687949
5558,2,122,3138133
5558,4,59,657026
5559,1,2357,11691227
5559,2,85,1807214
5559,3,1,63268
5559,4,21,540146
5560,1,1300,8548274
5560,2,113,5519703
5560,3,1,29522
5560,4,160,2262933
5561,1,486,4840059
5561,2,412,49337797
5561,3,42,34410593
5561,4,72,2048921
5562,1,905,7810443
5562,2,187,21002362
5562,4,31,673289
5563,1,935,4913479
5563,2,114,6785358
5563,4,173,4540443
5564,1,536,7559715
5564,2,221,56472300
5564,3,26,30770871
5564,4,41,1264752
5565,1,561,5306424
5565,2,291,93343277
5565,3,1,278629
5565,4,32,1193564
5566,1,2561,10500765
5566,2,80,4069868
5566,4,6,66830
5567,1,3627,20058612
5567,2,112,2329525
5567,4,82,974977
5568,1,3553,27910972
5568,2,134,20177519
5568,4,46,825321
5569,1,3358,28679446
5569,2,219,12670456
5569,3,3,385644
5569,4,28,1274473
5570,1,535,7632603
5570,2,213,25409164
5570,3,7,801567
5570,4,49,2600777
5571,1,1280,12934709
5571,2,211,9514181
5571,4,219,2442841
5572,1,1788,4759139
5572,2,4,69230
5573,1,166,1788162
5573,2,254,25434178
5573,3,7,1236139
5573,4,83,1074301
5574,1,950,9170494
5574,2,60,9438521
5574,4,45,902060
5575,1,2845,16501462
5575,2,339,19161934
5575,3,3,144936
5575,4,29,263436
5576,1,774,12194289
5576,2,74,2924293
5576,3,2,20300
5576,4,13,190684
5577,1,2924,22246437
5577,2,196,19557653
5577,3,4,972911
5577,4,87,1184231
5578,1,67,724243
5578,2,10,266449
5578,4,15,153266
5579,1,2414,14988783
5579,2,123,9798844
5579,4,103,1860443
5580,1,2007,17211599
5580,2,130,7772559
5580,3,2,2059440
5580,4,198,3266887
5581,1,1608,6515413
5581,2,5,202494
5582,1,768,5823344
5582,2,326,69166244
5582,3,3,10044950
5582,4,11,319524
5583,1,2042,12787946
5583,2,150,15890974
5583,3,2,326319
5583,4,27,480587
5584,1,631,10309987
5584,2,288,544371416
5584,3,5,2479398
5584,4,28,668842
5585,1,1411,15653432
5585,2,18,1071517
5585,4,5,64813
5586,1,2228,10307176
5586,2,12,154306
5586,4,3,10827
5587,1,1933,10359195
5587,2,54,1434037
5587,4,6,198223
5588,1,3206,15370607
5588,2,7,223073
5589,1,855,12485213
5589,2,183,40853772
5589,3,1,112244
5589,4,18,566073
5590,1,313,6546660
5590,2,217,52206604
5590,3,26,12124005
5590,4,70,2425587
5591,1,1344,8909155
5591,2,111,2853827
5591,4,19,166269
5592,1,2350,20324996
5592,2,241,110667978
5592,3,8,12230967
5592,4,28,1167469
5593,1,280,7629238
5593,2,249,31208229
5593,4,9,130178
5594,1,341,4832138
5594,2,374,103489939
5594,3,4,2225387
5594,4,17,673757
5595,1,2097,9501610
5595,2,23,932651
5595,4,1,9890
5596,1,1232,8548294
5596,2,157,27026769
5596,3,5,3396948
5596,4,32,698095
5597,1,347,5196613
5597,2,297,19421080
5597,3,6,213175
5597,4,40,1962856
5598,1,2391,15455221
5598,2,429,29075365
5598,3,5,3846186
5598,4,89,2718726
5599,1,1266,5921254
5599,2,20,281873
5599,4,26,139162
5600,1,2848,11707915
5600,2,13,599288
5601,1,667,24927764
5601,2,220,54943065
5601,3,3,2077482
5601,4,7,226264
5602,1,762,8861545
5602,2,194,24926125
5602,3,11,10740314
5602,4,89,2554778
5603,1,1463,6342720
5603,2,31,929027
5603,4,35,449517
5604,1,2813,19287396
5604,2,43,820682
5604,4,33,1605616
5605,1,2688,12244118
5605,2,31,2547791
5605,4,1,467328
5606,1,419,6709999
5606,2,418,60944644
5606,3,14,16955106
5606,4,89,1780880
5607,1,301,12888031
5607,2,129,20509763
5607,3,24,31109513
5607,4,9,308882
5608,1,77,23248835
5608,2,3,76837
5608,4,4,33649
5609,1,307,5097863
5609,2,563,167839515
5609,3,20,11750200
5609,4,49,1850524
5610,1,18,377637
5610,2,76,13301185
5610,4,5,62403
5611,1,738,5487924
5611,2,86,3409311
5611,4,21,202848
5612,1,619,7438080
5612,2,80,6753189
5612,4,50,1285865
5613,1,1431,7483878
5613,2,48,825943
5613,4,18,143571
5614,1,3231,13780636
5614,2,36,1987966
5614,4,11,185791
5615,1,532,7081406
5615,2,59,14383651
5615,3,1,759380
5615,4,50,1890126
5616,1,254,2475818
5616,2,192,29385043
5616,3,6,532744
5616,4,18,1008971
5617,1,575,29349611
5617,2,277,94834025
5617,3,16,14450955
5617,4,82,1578929
5618,1,1958,9610766
5618,2,87,2061351
5618,3,1,151959
5618,4,22,507753
5619,1,1211,21711063
5619,2,244,46934622
5619,3,8,8013980
5619,4,30,386434
5620,1,1415,8669398
5620,2,73,1181561
5620,3,1,160851
5620,4,125,1130269
5621,1,1880,18685014
5621,2,141,10842227
5621,4,41,708090
5622,1,1415,9526996
5622,2,150,13117166
5622,3,5,355971
5622,4,113,7540836
5623,1,230,37428074
5623,2,357,82181073
5623,3,2,389445
5623,4,20,2930432
5624,1,460,10304475
5624,2,196,87998434
5624,3,24,21480517
5624,4,27,422491
5625,1,2706,10329794
5625,2,33,1651420
5625,3,1,20602
5625,4,3,27938
5626,1,872,3120650
5626,2,51,337850
5627,1,1734,8570142
5627,2,57,7514838
5627,4,4,236406
5628,1,2085,11918456
5628,2,86,1921627
5628,4,56,648403
5629,1,728,9178113
5629,2,224,23583098
5629,3,3,825491
5629,4,57,1439578
5630,1,492,37978191
5630,2,343,46261675
5630,3,3,4069184
5630,4,54,2487448
5631,1,1823,12717582
5631,2,216,5986767
5631,4,55,499056
5632,1,451,7702901
5632,2,91,6510137
5632,4,62,787542
5633,1,2337,8430535
5633,2,84,3843590
5633,4,9,61059
5634,1,595,7404210
5634,2,162,17770992
5634,4,32,543327
5635,1,1943,6531435
5635,2,15,452348
5635,3,1,610114
5636,1,2580,16361216
5636,2,225,17595534
5636,3,5,4342532
5636,4,91,3645989
5637,1,2160,18570175
5637,2,148,23441757
5637,3,2,867550
5637,4,38,276760
5638,1,720,6265477
5638,2,279,30411424
5638,3,14,2261137
5638,4,77,1751916
5639,1,463,9906862
5639,2,247,43143989
5639,3,2,2510835
5639,4,59,1824589
5640,1,1875,7183269
5640,2,23,503251
5640,4,1,11260
5641,1,1052,5556264
5641,2,63,3094377
5641,3,1,10114
5641,4,25,201060
5642,1,1065,13881759
5642,2,360,89245523
5642,3,6,792004
5642,4,37,1342532
5643,1,551,5077078
5643,2,467,74864018
5643,3,11,2440309
5643,4,16,390789
5644,1,673,4130450
5644,2,547,30742265
5644,3,2,663372
5644,4,42,845315
5645,1,203,15961565
5645,2,250,95769283
5645,3,18,24832862
5645,4,22,346323
5646,1,1983,12000256
5646,2,132,4207951
5646,3,3,53405
5646,4,71,1443993
5647,1,595,10190204
5647,2,273,21190401
5647,3,9,14305943
5647,4,36,1107672
5648,1,1100,13674709
5648,2,263,30336016
5648,3,4,626590
5648,4,32,386293
5649,1,2162,9430321
5649,2,64,4731982
5649,4,15,195091
5650,1,1792,9191508
5650,2,56,2458547
5650,4,12,144177
5651,1,2108,12189312
5651,2,175,25198809
5651,3,8,3582968
5651,4,101,1445669
5652,1,617,6041307
5652,2,145,10812238
5652,4,54,1371090
5653,1,2320,10980663
5653,2,102,2179684
5653,4,52,706932
5654,1,727,5316053
5654,2,113,7859529
5654,3,3,114673
5654,4,22,221090
5655,1,1107,8359395
5655,2,169,12268956
5655,3,4,94242
5655,4,89,2236903
5656,1,825,2490992
5656,2,29,928402
5656,4,7,50793
5657,1,1222,9860002
5657,2,227,28805527
5657,3,6,9246835
5657,4,46,600035
5658,1,809,8925423
5658,2,253,42120389
5658,3,10,23915463
5658,4,30,616942
5659,1,1184,7004035
5659,2,10,263584
5660,1,2948,11652935
5660,2,50,2527459
5660,4,22,733210
5661,1,1558,11948190
5661,2,170,14697558
5661,3,4,448024
5661,4,92,1881587
5662,1,1389,5765608
5662,2,322,15020412
5662,3,14,13731282
5662,4,45,1062129
5663,1,1654,18513459
5663,2,503,105618333
5663,3,10,3189588
5663,4,57,902804
5664,1,826,7590115
5664,2,309,23496397
5664,3,3,847720
5664,4,25,424528
5665,1,2696,9020319
5665,2,23,405649
5665,4,38,353288
5666,1,404,5336615
5666,2,147,12203125
5666,3,3,1812973
5666,4,36,487591
5667,1,3567,26878521
5667,2,234,8281871
5667,3,1,223084
5667,4,80,2078706
5668,1,2016,10378492
5668,2,17,2648547
5668,4,3,36767
5669,1,1169,13868948
5669,2,160,22071604
5669,3,2,3591003
5669,4,7,256555
5670,1,617,12598930
5670,2,297,31555177
5670,3,2,691732
5670,4,35,909557
5671,1,659,5282121
5671,2,200,42172767
5671,3,7,12038676
5671,4,48,737363
5672,1,936,6818532
5672,2,46,2195399
5672,4,58,704766
5673,1,591,3772642
5673,2,104,11110947
5673,3,2,1889736
5673,4,11,471227
5674,1,1369,8978736
5674,2,115,3016331
5674,3,5,1457053
5674,4,70,1120177
5675,1,1932,9301873
5675,2,82,660018
5675,3,2,1554713
5675,4,105,2093574
5676,1,1808,13663032
5676,2,70,6790386
5676,4,37,304703
5677,1,2103,8945477
5677,2,4,22001
5677,4,2,8510
5678,1,610,6996662
5678,2,168,21124007
5678,3,5,1163676
5678,4,68,952425
5679,1,606,24018170
5679,2,189,75513258
5679,3,1,161210
5679,4,35,775596
5680,1,1907,11634585
5680,2,132,9048363
5680,3,2,1402951
5680,4,96,2739565
5681,1,725,6590850
5681,2,362,81605404
5681,3,4,4215374
5681,4,16,298188
5682,1,524,7283513
5682,2,156,25238592
5682,3,6,2857686
5682,4,38,891069
5683,1,561,14227861
5683,2,160,48954730
5683,3,13,11990581
5683,4,183,5389233
5684,1,813,3626571
5684,2,60,2001392
5684,4,121,1172512
5685,1,1271,8506286
5685,2,73,2522136
5685,4,28,500586
5686,1,263,8314503
5686,2,295,87301291
5686,3,1,479218
5686,4,64,1321379
5687,1,638,4492203
5687,2,293,24642977
5687,3,1,54615
5687,4,248,2648031
5688,1,2158,13275281
5688,2,140,3402617
5688,4,28,780060
5689,1,1243,6923146
5689,2,115,6032603
5689,3,3,248505
5689,4,208,3887223
5690,1,1517,14841667
5690,2,231,28685134
5690,4,18,718984
5691,1,1228,12874789
5691,2,397,97724152
5691,3,9,13022288
5691,4,30,813871
5692,1,1751,8531002
5692,2,88,2088852
5692,3,3,29420
5692,4,36,1048654
5693,1,327,7656881
5693,2,131,21068389
5693,3,1,91685
5693,4,9,228808
5694,1,357,6710539
5694,2,152,58807652
5694,3,14,13941625
5694,4,35,880004
5695,1,926,7346247
5695,2,98,7354961
5695,4,21,1372462
5696,1,1159,11191438
5696,2,182,7586288
5696,3,2,58659
5696,4,21,669415
5697,1,475,5866335
5697,2,229,71651585
5697,3,94,100790276
5697,4,10,234451
5698,1,405,7152724
5698,2,464,47458426
5698,3,20,2234256
5698,4,90,2271832
5699,1,237,11001935
5699,2,256,114730188
5699,3,16,24963512
5699,4,31,1688240
5700,1,2062,12870445
5700,2,113,2636449
5700,4,55,1009951
5701,1,1460,8137995
5701,2,215,6208830
5701,3,4,322826
5701,4,85,1585891
5702,1,510,6582795
5702,2,447,83342746
5702,4,38,575371
5703,1,357,4541543
5703,2,258,20069173
5703,3,1,29873
5703,4,72,4532573
5704,1,255,3571791
5704,2,58,8573298
5704,4,58,1450942
5705,1,2244,11180476
5705,2,82,7841233
5705,4,4,61888
5706,1,3710,18979503
5706,2,33,1050695
5706,3,1,8262
5706,4,9,355354
5707,1,198,3918140
5707,2,291,34607853
5707,3,4,2281551
5707,4,64,1833730
5708,1,554,8305628
5708,2,221,51370140
5708,3,5,1390698
5708,4,55,3336659
5709,1,4476,14790273
5709,2,16,314310
5709,4,1,1239
5710,1,514,6457529
5710,2,162,16198538
5710,3,1,20243
5710,4,51,1027741
5711,1,419,10914758
5711,2,157,21132972
5711,3,1,94366
5711,4,49,1494394
5712,1,1315,12969586
5712,2,119,11908471
5712,4,14,332798
5713,1,637,11702699
5713,2,131,18268142
5713,3,1,305055
5713,4,15,920983
5714,1,3369,14025093
5714,2,23,1261796
5714,4,3,26310
5715,1,708,17656876
5715,2,283,60069434
5715,3,21,24448630
5715,4,113,3632059
5716,1,512,15494825
5716,2,262,47895581
5716,3,11,1723086
5716,4,45,1549108
5717,1,287,2867476
5717,2,188,32228819
5717,4,55,945450
5718,1,1232,7794868
5718,2,71,2226706
5718,4,59,605246
5719,1,2385,11665430
5719,2,31,1687531
5719,4,8,50759
5720,1,1359,505142623
5720,2,36,1459775
5720,4,6,252202
5721,1,874,7669174
5721,2,172,10184776
5721,3,1,31314
5721,4,79,926554
5722,1,324,4008878
5722,2,115,6405765
5722,3,6,1091535
5722,4,35,794695
5723,1,4553,19583836
5723,2,27,3504061
5723,3,1,594891
5723,4,4,38766
5724,1,238,3326613
5724,2,279,33867938
5724,3,6,585540
5724,4,45,1062548
5725,1,624,7271847
5725,2,260,49510694
5725,3,21,80880242
5725,4,39,1300121
5726,1,310,4674226
5726,2,354,73435117
5726,3,4,6002602
5726,4,58,1873689
5727,1,640,10253723
5727,2,328,41283446
5727,4,18,1068564
5728,1,1774,9213746
5728,2,85,3039524
5728,3,5,586988
5728,4,121,1694848
5729,1,1082,6345684
5729,2,60,2919295
5729,4,16,162172
5730,1,310,4659884
5730,2,271,22197799
5730,3,6,7993483
5730,4,48,674739
5731,1,535,7465779
5731,2,158,22453983
5731,3,1,23961
5731,4,56,1057370
5732,1,630,7105357
5732,2,112,4530145
5732,4,29,340534
5733,1,2198,13933575
5733,2,49,1151868
5733,3,1,50195
5733,4,37,322926
5734,1,3152,11994911
5734,2,38,1059356
5734,4,14,517913
5735,1,1567,6612769
5735,2,29,709266
5735,4,23,160361
5736,1,501,6859680
5736,2,146,41222863
5736,3,3,440277
5736,4,151,2498351
5737,1,2188,11740463
5737,2,43,1562657
5737,4,24,493063
5738,1,1413,8720725
5738,2,121,3787421
5738,3,1,28379
5738,4,28,742998
5739,1,1076,13560737
5739,2,211,43706792
5739,3,2,4477977
5739,4,29,922522
5740,1,490,8454005
5740,2,234,50517161
5740,3,28,21539609
5740,4,55,811353
5741,1,1812,13971647
5741,2,28,1104527
5741,4,14,83730
5742,1,1512,12580161
5742,2,190,20018129
5742,3,14,20537647
5742,4,90,937982
5743,1,1560,6615836
5743,2,55,4185444
5743,4,15,289197
5744,1,2078,13291272
5744,2,217,8153863
5744,3,5,6607006
5744,4,146,3239252
5745,1,2121,13457890
5745,2,110,3077262
5745,3,2,133777
5745,4,64,682255
5746,1,650,8239221
5746,2,131,12970861
5746,3,1,503940
5746,4,37,685643
5747,1,274,3076647
5747,2,189,74112849
5747,3,29,32492416
5747,4,38,435233
5748,1,2298,8410269
5748,2,105,929020
5748,4,86,296033
5749,1,136,1194760
5749,2,27,863899
5749,4,1,6490
5750,1,1220,12360618
5750,2,90,4181021
5750,4,65,1033519
5751,1,275,6501039
5751,2,259,118883619
5751,3,82,111760435
5751,4,30,758083
5752,1,635,6498269
5752,2,205,14434366
5752,3,4,3271514
5752,4,21,362097
5753,1,560,4873798
5753,2,208,19869015
5753,3,8,6087896
5753,4,90,1153519
5754,1,416,7468976
5754,2,231,32793222
5754,3,16,10866070
5754,4,16,694201
5755,1,1232,5766430
5755,2,68,1601420
5755,4,10,72291
5756,1,931,6863193
5756,2,144,2594376
5756,3,3,250980
5756,4,100,1066595
5757,1,2188,11577216
5757,2,85,7635842
5757,4,10,132994
5758,1,803,11685120
5758,2,50,2808521
5758,3,1,25718
5758,4,28,991658
5759,1,572,14345734
5759,2,158,55165602
5759,4,13,178569
5760,1,202,3451966
5760,2,434,77503305
5760,3,7,2406751
5760,4,72,1375363
5761,1,984,13896003
5761,2,148,19819526
5761,3,5,8915439
5761,4,27,665447
5762,1,249,12338629
5762,2,464,91747118
5762,3,12,9111926
5762,4,11,1718325
5763,1,1566,7041003
5763,2,48,1772281
5763,4,7,244985
5764,1,1153,4404525
5764,2,20,348366
5764,4,23,179045
5765,1,515,5089089
5765,2,40,2116980
5765,3,1,393974
5765,4,229,1737338
5766,1,2786,14447728
5766,2,36,1596207
5766,3,1,314898
5766,4,11,108019
5767,1,1560,11187397
5767,2,115,4031865
5767,4,16,721385
5768,1,512,7501332
5768,2,127,24449892
5768,3,11,5754356
5768,4,42,2546933
5769,1,1675,6275774
5769,2,6,369069
5770,1,398,6947559
5770,2,299,36156158
5770,3,6,3595529
5770,4,10,125567
5771,1,514,3817307
5771,2,10,580934
5771,4,1,30070
5772,1,2040,9217923
5772,2,126,2646326
5772,4,44,308320
5773,1,462,4535987
5773,2,141,6114606
5773,3,1,45038
5773,4,83,1029317
5774,1,1050,12932170
5774,2,270,37712326
5774,3,12,10852093
5774,4,39,840187
5775,1,424,4800066
5775,2,194,11555282
5775,3,2,427966
5775,4,30,209254
5776,1,2970,16939158
5776,2,26,1403272
5776,4,30,306275
5777,1,927,4175652
5777,2,138,3027819
5777,4,57,315759
5778,1,2688,10816352
5778,2,65,2531324
5778,4,3,44224
5779,1,795,20518692
5779,2,219,56716293
5779,3,5,1218426
5779,4,28,801090
5780,1,1927,10400990
5780,2,29,1053770
5780,4,3,164722
5781,1,1159,11534130
5781,2,221,15896645
5781,4,49,1201337
5782,1,1151,10807986
5782,2,145,8589748
5782,4,137,2697798
5783,1,1605,9354575
5783,2,165,5895119
5783,3,2,559559
5783,4,37,657430
5784,1,928,7639920
5784,2,209,39141739
5784,3,2,1279808
5784,4,64,1647984
5785,1,1636,6410638
5785,2,55,1263905
5785,4,3,78353
5786,1,2378,9452849
5786,2,36,2773371
5786,4,10,61488
5787,1,910,9365474
5787,2,131,43183039
5787,4,12,304921
5788,1,2017,15475783
5788,2,17,633447
5788,4,1,3034
5789,1,1190,7827712
5789,2,179,6403806
5789,4,155,1151298
5790,1,452,9531404
5790,2,125,9376717
5790,3,2,105389
5790,4,127,2558583
5791,1,235,5945751
5791,2,303,66337022
5791,3,27,16352555
5791,4,20,1065097
5792,1,444,8336666
5792,2,239,40049898
5792,3,1,51472
5792,4,33,550599
5793,1,863,15011764
5793,2,267,38041620
5793,3,9,7219799
5793,4,82,1946812
5794,1,438,10855563
5794,2,297,35530145
5794,3,2,293138
5794,4,79,1583083
5795,1,2436,12156734
5795,2,26,2462349
5795,4,6,40764
5796,1,1728,10394108
5796,2,124,2277290
5796,4,18,157095
5797,1,209,2099412
5797,2,223,43759341
5797,3,10,4193520
5797,4,78,1222956
5798,1,919,6574886
5798,2,65,3522100
5798,4,10,193965
5799,1,2155,10432821
5799,2,75,2590641
5799,4,44,689125
5800,1,1835,10841350
5800,2,109,1601766
5800,4,33,289141
5801,1,571,5791630
5801,2,135,8993440
5801,3,7,555464
5801,4,99,1563760
5802,1,4246,13018804
5802,2,11,57984
5802,4,1,11154
5803,1,1112,5660965
5803,2,133,5407418
5803,4,61,667891
5804,1,365,5314780
5804,2,244,54163217
5804,3,20,8321513
5804,4,26,871770
5805,1,2129,11584183
5805,2,33,1909576
5805,3,1,21340
5805,4,2,20227
5806,1,2405,22273638
5806,2,5,166585
5806,4,2,50690
5807,1,401,6941496
5807,2,190,25692311
5807,3,2,2963007
5807,4,128,2025086
5808,1,1531,22048497
5808,2,184,30571154
5808,3,7,12878455
5808,4,28,1830809
5809,1,1741,13098105
5809,2,79,3356417
5809,3,8,609499
5809,4,61,383869
5810,1,274,5247317
5810,2,282,96377374
5810,3,33,38320073
5810,4,54,1312902
5811,1,857,7100110
5811,2,257,32612577
5811,3,8,9124380
5811,4,159,1591628
5812,1,1723,12126668
5812,2,40,2174260
5812,4,9,328017
5813,1,721,6902656
5813,2,299,43639319
5813,3,26,25691166
5813,4,30,753014
5814,1,98,2746395
5814,2,374,105164690
5814,3,17,2518386
5814,4,179,2514916
5815,1,976,4656744
5815,2,6,172372
5815,4,2,71136
5816,1,186,13687953
5816,2,301,79717212
5816,3,33,34907874
5816,4,55,1978536
5817,1,496,32616741
5817,2,209,29218796
5817,3,17,18914332
5817,4,39,1044922
5818,1,1277,9335057
5818,2,88,2382024
5818,4,49,2820206
5819,1,571,11731733
5819,2,161,26772030
5819,3,11,10459298
5819,4,63,1339114
5820,1,511,18349798
5820,2,99,39404169
5820,4,2,31761
5821,1,1379,11574349
5821,2,34,456865
5821,4,2,20090
5822,1,1067,4986594
5822,2,49,2240447
5822,4,168,1103503
5823,1,533,17102106
5823,2,383,174308792
5823,3,2,258278
5823,4,18,3332044
5824,1,330,7707310
5824,2,569,98487981
5824,3,96,57603908
5824,4,96,2330175
5825,1,699,18833966
5825,2,378,179712326
5825,3,15,24362786
5825,4,104,5380644
5826,1,821,9045743
5826,2,191,17656942
5826,3,3,3220618
5826,4,23,388222
5827,1,1602,10756172
5827,2,161,9008565
5827,3,2,103116
5827,4,32,397973
5828,1,370,7827037
5828,2,176,17466704
5828,4,29,884160
5829,1,466,7046397
5829,2,520,37363525
5829,3,4,1670180
5829,4,51,1519479
5830,1,538,14340420
5830,2,300,83763248
5830,3,2,4365579
5830,4,48,1936588
5831,1,1382,9446797
5831,2,164,7069716
5831,3,8,265875
5831,4,96,1339909
5832,1,1309,6410867
5832,2,154,4618951
5832,3,1,28842
5832,4,150,2592142
5833,1,400,2994234
5833,2,66,5642886
5833,4,45,579699
5834,1,1714,13443860
5834,2,134,4967482
5834,4,74,670046
5835,1,1584,26442588
5835,2,359,62122206
5835,3,13,60647048
5835,4,21,777810
5836,1,3589,16595308
5836,2,17,963320
5836,4,4,102672
5837,1,2936,15204504
5837,2,125,4047969
5837,3,1,43923
5837,4,60,498947
5838,1,2860,14012821
5838,2,77,5756722
5838,4,23,403496
5839,1,416,4242806
5839,2,207,45547655
5839,3,5,790763
5839,4,85,989311
5840,1,2095,14219101
5840,2,147,5520592
5840,4,69,1608015
5841,1,870,6108257
5841,2,180,12256275
5841,3,1,50841
5841,4,12,264942
5842,1,584,16995446
5842,2,170,45008420
5842,3,6,9057591
5842,4,34,1184947
5843,1,1620,7317594
5843,2,25,1741081
5843,4,3,67052
5844,1,1341,8345563
5844,2,167,3576224
5844,4,41,237969
5845,1,1337,9502110
5845,2,19,4263450
5845,4,86,1112208
5846,1,817,4296454
5846,2,295,38562700
5846,3,19,42775378
5846,4,44,963418
5847,1,1010,8156141
5847,2,369,58724104
5847,3,23,88768047
5847,4,46,2897279
5848,1,853,7657264
5848,2,77,14629225
