고객번호,분기,구매횟수,총구매액
06303,14_3,182,4867337
06303,14_4,168,4031826
06303,15_1,130,4666544
06303,15_2,231,7405170
06303,15_3,119,4811710
06303,15_4,102,4414528
06304,14_1,137,3453071
06304,14_2,188,5861628
06304,14_3,272,7978150
06304,14_4,277,3326665
06304,15_1,164,3358752
06304,15_2,201,4701547
06304,15_3,179,2315096
06304,15_4,159,2213426
06305,14_1,166,922715
06305,14_2,165,789333
06305,14_3,185,855902
06305,14_4,200,988166
06305,15_1,239,1176183
06305,15_2,262,1090759
06305,15_3,140,745505
06305,15_4,213,929541
06306,14_1,264,1137834
06306,14_2,242,1151944
06306,14_3,250,1187171
06306,14_4,218,874664
06306,15_1,262,1328453
06306,15_2,230,1184131
06306,15_3,259,1324119
06306,15_4,217,866480
06307,14_1,130,1735729
06307,14_2,116,3870309
06307,14_3,94,1376730
06307,14_4,123,1850938
06307,15_1,126,2164207
06307,15_2,174,1993170
06307,15_3,111,1178854
06307,15_4,132,4248607
06308,14_1,126,3414613
06308,14_2,144,2767019
06308,14_3,136,4901720
06308,14_4,53,3831725
06308,15_1,57,7859640
06308,15_2,89,5866668
06308,15_3,127,9643133
06308,15_4,94,8581799
06309,14_1,183,3409867
06309,14_2,157,2854858
06309,14_3,102,1991077
06309,14_4,115,1998192
06309,15_1,62,818127
06309,15_2,86,1311202
06309,15_3,91,2121355
06309,15_4,126,2430896
06310,14_1,99,11043623
06310,14_2,103,26169302
06310,14_3,88,12768418
06310,14_4,122,21759103
06310,15_1,125,10206013
06310,15_2,169,13848544
06310,15_3,122,8561217
06310,15_4,127,11624086
06311,14_1,176,1562866
06311,14_2,326,2490341
06311,14_3,195,2555389
06311,14_4,166,1607378
06311,15_1,120,995856
06311,15_2,174,1036861
06311,15_3,129,795975
06311,15_4,147,813100
06312,14_1,118,1184083
06312,14_2,139,1430634
06312,14_3,131,1365185
06312,14_4,156,1602289
06312,15_1,127,1322443
06312,15_2,113,1382602
06312,15_3,84,1038130
06312,15_4,117,817582
06313,14_1,329,2506925
06313,14_2,373,2689594
06313,14_3,299,1712274
06313,14_4,298,2068536
06313,15_1,312,2079907
06313,15_2,363,2730775
06313,15_3,327,1612978
06313,15_4,335,2240375
06314,14_1,355,3066131
06314,14_2,294,2174168
06314,14_3,316,3295770
06314,14_4,299,1862393
06314,15_1,416,3030743
06314,15_2,376,3648005
06314,15_3,310,3077039
06314,15_4,313,2413564
06315,14_1,106,11610779
06315,14_2,61,8645237
06315,14_3,51,4577079
06315,14_4,44,4796812
06315,15_1,57,7304838
06315,15_2,108,7080475
06315,15_3,80,7214720
06315,15_4,81,7482062
06316,14_1,117,3694310
06316,14_2,78,2747207
06316,14_3,55,1648695
06316,14_4,74,3076590
06316,15_1,115,11862865
06316,15_2,105,6505528
06316,15_3,52,2289564
06316,15_4,75,4450903
06317,14_1,49,2607897
06317,14_2,43,2529574
06317,14_3,56,2659906
06317,14_4,55,5364740
06317,15_1,71,5779835
06317,15_2,103,6400935
06317,15_3,138,12838521
06317,15_4,81,3802792
06318,14_1,178,2114942
06318,14_2,298,3397788
06318,14_3,207,1843776
06318,14_4,154,1868639
06318,15_1,78,1069899
06318,15_2,27,319592
06318,15_3,53,1434354
06318,15_4,31,467543
06319,14_1,397,2401826
06319,14_2,404,4711176
06319,14_3,337,2985757
06319,14_4,363,3095140
06319,15_1,323,2563678
06319,15_2,403,3240667
06319,15_3,421,5699650
06319,15_4,266,5094808
06320,14_1,372,2664420
06320,14_2,243,1386603
06320,14_3,142,1491655
06320,14_4,180,1298085
06320,15_1,125,1226708
06320,15_2,172,1385227
06320,15_3,211,1857328
06320,15_4,190,935324
06321,14_1,166,30125695
06321,14_2,213,62159265
06321,14_3,245,31027951
06321,14_4,283,33503580
06321,15_1,289,17966601
06321,15_2,214,46338851
06321,15_3,264,18018657
06321,15_4,184,42215809
06322,14_1,185,1003565
06322,14_2,210,889985
06322,14_3,235,884937
06322,14_4,233,656644
06322,15_1,170,663042
06322,15_2,208,747055
06322,15_3,243,869576
06322,15_4,312,1126422
06323,14_1,124,18256624
06323,14_2,231,27375131
06323,14_3,107,11784264
06323,14_4,114,11597905
06323,15_1,125,24228024
06323,15_2,121,17445190
06323,15_3,87,8315403
06323,15_4,104,10566577
06324,14_1,274,2658304
06324,14_2,345,2055480
06324,14_3,273,1546684
06324,14_4,307,1120384
06324,15_1,271,3322981
06324,15_2,380,1731728
06324,15_3,311,2554906
06324,15_4,259,1086317
06325,14_1,155,4529178
06325,14_2,210,8361219
06325,14_3,136,3915864
06325,14_4,145,5774864
06325,15_1,139,4579500
06325,15_2,190,4727393
06325,15_3,105,3784103
06325,15_4,154,6592491
06326,14_1,179,1822142
06326,14_2,214,3087897
06326,14_3,132,2350844
06326,14_4,209,2108419
06326,15_1,195,1832605
06326,15_2,131,1527202
06326,15_3,223,2045184
06326,15_4,138,1811806
06327,14_1,287,1149198
06327,14_2,384,1860428
06327,14_3,329,1972408
06327,14_4,498,2152469
06327,15_1,363,1723352
06327,15_2,429,2249967
06327,15_3,356,2148731
06327,15_4,415,1838440
06328,14_1,249,1467841
06328,14_2,245,2483083
06328,14_3,252,2975713
06328,14_4,236,2071909
06328,15_1,261,2234285
06328,15_2,245,2101806
06328,15_3,240,2108890
06328,15_4,202,1543313
06329,14_1,102,2350590
06329,14_2,92,1611632
06329,14_3,69,1167633
06329,14_4,91,1508296
06329,15_1,130,3355324
06329,15_2,92,1212451
06329,15_3,54,497351
06329,15_4,90,1242736
06330,14_1,28,3037275
06330,14_2,6,559264
06330,14_3,17,5179492
06330,14_4,27,4816938
06330,15_1,136,17752144
06330,15_2,65,10788951
06330,15_3,4,570660
06330,15_4,119,13971110
06331,14_1,12,253661
06331,14_2,61,1757499
06331,14_3,128,3213213
06331,14_4,120,3139359
06331,15_1,108,2411759
06331,15_2,100,2162702
06331,15_3,108,1403221
06331,15_4,101,1660797
06332,14_1,359,1417372
06332,14_2,326,1477917
06332,14_3,330,1833308
06332,14_4,323,1371221
06332,15_1,311,1419825
06332,15_2,366,1843647
06332,15_3,344,1664249
06332,15_4,318,1037941
06333,14_1,127,3863101
06333,14_2,128,10170348
06333,14_3,85,3579177
06333,14_4,142,5828305
06333,15_1,103,3531164
06333,15_2,187,22601253
06333,15_3,104,18640826
06333,15_4,89,7942877
06334,14_1,117,2349813
06334,14_2,99,1033082
06334,14_3,91,1271937
06334,14_4,88,1400277
06334,15_1,102,1971182
06334,15_2,93,950336
06334,15_3,79,814575
06334,15_4,107,740567
06335,14_1,91,9895620
06335,14_2,73,3186419
06335,14_3,78,7926670
06335,14_4,87,4208583
06335,15_1,145,5381388
06335,15_2,130,8608426
06335,15_3,117,9951721
06335,15_4,158,7670082
06336,14_1,218,1561177
06336,14_2,224,1644479
06336,14_3,224,1963431
06336,14_4,175,1095137
06336,15_1,232,2020809
06336,15_2,145,1131530
06336,15_3,182,1198003
06336,15_4,140,1009707
06337,14_1,273,1693147
06337,14_2,268,1556588
06337,14_3,250,1438541
06337,14_4,211,1049637
06337,15_1,181,1134655
06337,15_2,246,1408990
06337,15_3,252,1689008
06337,15_4,265,1149842
06338,14_2,5,146684
06338,14_3,63,875195
06338,14_4,191,2340836
06338,15_1,153,2170343
06338,15_2,194,3301445
06338,15_3,160,2675484
06338,15_4,94,1232427
06339,14_1,129,2946201
06339,14_2,276,1599569
06339,14_3,356,1442928
06339,14_4,233,742544
06339,15_1,193,1343027
06339,15_2,234,2516349
06339,15_3,265,1660746
06339,15_4,114,1009121
06340,14_1,236,1965204
06340,14_2,252,2716434
06340,14_3,311,2624296
06340,14_4,309,1900617
06340,15_1,252,2660663
06340,15_2,93,865761
06340,15_3,27,975101
06340,15_4,25,129323
06341,14_1,30,1533304
06341,14_2,39,1757257
06341,14_3,35,1339365
06341,14_4,88,2725548
06341,15_1,56,1331517
06341,15_2,100,4335592
06341,15_3,99,2978204
06341,15_4,106,2902661
06342,14_1,222,1104671
06342,14_2,201,857441
06342,14_3,134,719806
06342,14_4,192,727659
06342,15_1,202,814909
06342,15_2,170,1480663
06342,15_3,168,702923
06342,15_4,139,538692
06343,14_1,60,2542708
06343,14_2,67,2057600
06343,14_3,54,2059483
06343,14_4,69,2433693
06343,15_1,63,2616806
06343,15_2,69,2173310
06343,15_3,78,2633765
06343,15_4,72,1751757
06344,14_1,208,3912648
06344,14_2,141,3369232
06344,14_3,174,2879872
06344,14_4,173,4124819
06344,15_1,146,1553607
06344,15_2,187,4225511
06344,15_3,286,3640423
06344,15_4,219,4984106
06345,14_3,139,1445809
06345,14_4,131,1435557
06345,15_1,101,1610999
06345,15_2,89,2242940
06345,15_3,70,1310736
06345,15_4,60,1004793
06346,14_1,190,2015130
06346,14_2,178,2018866
06346,14_3,181,2637329
06346,14_4,258,2187013
06346,15_1,203,1851097
06346,15_2,224,1905269
06346,15_3,208,2137186
06346,15_4,236,1700516
06347,14_1,101,1795206
06347,14_2,62,1155283
06347,14_3,111,1222056
06347,14_4,74,1792900
06347,15_1,124,1504489
06347,15_2,98,2049267
06347,15_3,100,1810238
06347,15_4,82,1445610
06348,14_1,206,1501687
06348,14_2,262,1781140
06348,14_3,217,1657326
06348,14_4,199,1339385
06348,15_1,237,1346943
06348,15_2,288,1699697
06348,15_3,297,1962107
06348,15_4,199,1822109
06349,14_1,86,769464
06349,14_2,86,1091876
06349,14_3,81,858269
06349,14_4,123,1013005
06349,15_1,104,662449
06349,15_2,132,1118388
06349,15_3,115,1741791
06349,15_4,122,1122927
06350,14_1,340,1660078
06350,14_2,340,2468012
06350,14_3,486,4779454
06350,14_4,428,3691891
06350,15_1,441,4095760
06350,15_2,346,2904338
06350,15_3,383,3610355
06350,15_4,440,2302851
06351,14_1,202,638524
06351,14_2,236,867600
06351,14_3,259,1058119
06351,14_4,315,1327885
06351,15_1,241,905160
06351,15_2,238,919303
06351,15_3,302,1360113
06351,15_4,283,1040072
06352,14_1,155,5967959
06352,14_2,123,3101903
06352,14_3,79,2881409
06352,14_4,210,7392693
06352,15_1,187,6085100
06352,15_2,96,2180990
06352,15_3,63,1574326
06352,15_4,77,1015881
06353,14_1,11,36493
06353,14_2,143,1887504
06353,14_3,151,1771219
06353,14_4,201,1944799
06353,15_1,75,1077143
06353,15_2,205,3016049
06353,15_3,160,1952686
06353,15_4,118,1112679
06354,14_1,122,1316901
06354,14_2,221,2566935
06354,14_3,117,1389565
06354,14_4,175,2435046
06354,15_1,129,2234755
06354,15_2,144,3223002
06354,15_3,163,3341084
06354,15_4,82,1589627
06355,14_1,433,99672559
06355,14_2,447,124019137
06355,14_3,470,113870650
06355,14_4,456,112247018
06355,15_1,383,101712756
06355,15_2,343,65179362
06355,15_3,334,95689579
06355,15_4,302,78342403
06356,14_1,94,1548816
06356,14_2,100,1797978
06356,14_3,62,2882262
06356,14_4,66,936515
06356,15_1,96,9389102
06356,15_2,129,1804563
06356,15_3,158,5794667
06356,15_4,143,2781533
06357,14_1,313,3184024
06357,14_2,304,3151722
06357,14_3,209,1761149
06357,14_4,180,1486110
06357,15_1,181,1854358
06357,15_2,354,2296244
06357,15_3,225,2445517
06357,15_4,315,3029939
06358,14_1,73,4788777
06358,14_2,151,5118001
06358,14_3,79,1918949
06358,14_4,126,11536691
06358,15_1,83,1842669
06358,15_2,114,3820437
06358,15_3,111,2599670
06358,15_4,182,2753910
06359,14_1,114,998945
06359,14_2,193,1962335
06359,14_3,127,1249761
06359,14_4,232,1569314
06359,15_1,220,1433698
06359,15_2,210,1957667
06359,15_3,191,1773940
06359,15_4,158,1813028
06360,14_1,71,7479772
06360,14_2,70,6258166
06360,14_3,119,10131233
06360,14_4,219,14089017
06360,15_1,198,18206344
06360,15_2,155,23059640
06360,15_3,75,4508087
06360,15_4,278,15348226
06361,14_1,349,1205284
06361,14_2,295,1123012
06361,14_3,194,1322070
06361,14_4,216,626319
06361,15_1,210,846651
06361,15_2,348,1776245
06361,15_3,281,1069964
06361,15_4,240,599285
06362,14_1,96,9739055
06362,14_2,119,12518281
06362,14_3,109,16310167
06362,14_4,123,8479189
06362,15_1,98,15284443
06362,15_2,136,11420343
06362,15_3,129,9227267
06362,15_4,81,3779881
06363,14_1,241,982350
06363,14_2,370,1855185
06363,14_3,287,1651521
06363,14_4,259,2110578
06363,15_1,254,1290214
06363,15_2,303,1437329
06363,15_3,280,1298001
06363,15_4,271,1012000
06364,14_1,332,3648690
06364,14_2,363,3485202
06364,14_3,369,3454877
06364,14_4,369,2863658
06364,15_1,381,3441700
06364,15_2,404,3076912
06364,15_3,160,3581301
06364,15_4,193,2339610
06365,14_1,69,6666405
06365,14_2,119,5944980
06365,14_3,120,2723700
06365,14_4,162,4870740
06365,15_1,119,4009370
06365,15_2,160,3618162
06365,15_3,106,8430139
06365,15_4,75,2485492
06366,14_1,312,2754802
06366,14_2,272,3138889
06366,14_3,365,3041191
06366,14_4,347,1982709
06366,15_1,346,3247001
06366,15_2,366,2697764
06366,15_3,453,2766101
06366,15_4,232,1407978
06367,14_1,136,1709703
06367,14_2,167,1732624
06367,14_3,133,1308737
06367,14_4,181,2408218
06367,15_1,132,1143822
06367,15_2,82,1432145
06367,15_3,125,1495652
06367,15_4,75,597023
06368,14_1,11,130129
06368,14_2,39,1236022
06368,14_3,30,513466
06368,14_4,21,1358621
06368,15_1,190,5623233
06368,15_2,180,2809542
06368,15_3,191,3300789
06368,15_4,139,1861230
06369,14_1,302,1556399
06369,14_2,334,3740608
06369,14_3,382,2287276
06369,14_4,306,1605897
06369,15_1,249,1429345
06369,15_2,304,1657950
06369,15_3,318,2272919
06369,15_4,304,1849709
06370,14_1,49,491648
06370,14_2,72,1355679
06370,14_3,87,2141402
06370,14_4,106,2438846
06370,15_1,112,2201766
06370,15_2,139,2989807
06370,15_3,122,2178460
06370,15_4,134,3092366
06371,14_1,288,2134663
06371,14_2,329,2663294
06371,14_3,281,2369110
06371,14_4,358,2528255
06371,15_1,306,2282315
06371,15_2,327,3266243
06371,15_3,327,2547296
06371,15_4,307,2089837
06372,14_1,200,2070613
06372,14_2,205,1829603
06372,14_3,244,2473594
06372,14_4,207,2108486
06372,15_1,202,2100111
06372,15_2,260,2329745
06372,15_3,219,2120922
06372,15_4,232,2234360
06373,14_1,268,1049413
06373,14_2,342,1219061
06373,14_3,392,3615382
06373,14_4,391,2029554
06373,15_1,430,2611695
06373,15_2,479,2516646
06373,15_3,426,2871111
06373,15_4,484,1769402
06374,14_1,277,5626744
06374,14_2,201,4660515
06374,14_3,277,17843500
06374,14_4,233,7509860
06374,15_1,260,10998039
06374,15_2,199,4824403
06374,15_3,174,6337706
06374,15_4,175,3237320
06375,14_1,94,4949378
06375,14_2,135,4891929
06375,14_3,57,2767295
06375,14_4,74,4165265
06375,15_1,54,2098149
06375,15_2,131,5828945
06375,15_3,41,2809435
06375,15_4,41,1869131
06376,14_1,277,7558958
06376,14_2,275,6420957
06376,14_3,322,7814706
06376,14_4,209,6622982
06376,15_1,242,25098047
06376,15_2,324,8749061
06376,15_3,228,8049384
06376,15_4,204,15008516
06377,14_1,347,1778256
06377,14_2,327,2259153
06377,14_3,467,3307892
06377,14_4,401,2142314
06377,15_1,407,2268032
06377,15_2,411,2538324
06377,15_3,438,2967983
06377,15_4,364,1946307
06378,14_1,9,36142
06378,14_2,11,78332
06378,14_3,168,1329748
06378,14_4,185,1275168
06378,15_1,133,787396
06378,15_2,409,2102438
06378,15_3,670,4169679
06378,15_4,603,3197313
06379,14_1,88,7297903
06379,14_2,102,7769187
06379,14_3,149,7193643
06379,14_4,104,2457534
06379,15_1,143,3890486
06379,15_2,142,3493952
06379,15_3,110,3133042
06379,15_4,109,3539317
06380,14_1,144,3581269
06380,14_2,254,5796494
06380,14_3,160,4488553
06380,14_4,118,7331000
06380,15_1,76,3139229
06380,15_2,113,4526236
06380,15_3,68,3469626
06380,15_4,91,10067211
06381,14_1,246,1337863
06381,14_2,286,1251544
06381,14_3,149,935599
06381,14_4,151,574084
06381,15_1,71,286499
06381,15_2,200,1136807
06381,15_3,147,745974
06381,15_4,103,415636
06382,14_1,75,11280118
06382,14_2,95,12965052
06382,14_3,48,6505722
06382,14_4,51,5636143
06382,15_1,101,23154246
06382,15_2,95,7297584
06382,15_3,97,5499725
06382,15_4,124,15244012
06383,14_1,229,2060475
06383,14_2,237,1211025
06383,14_3,248,1443445
06383,14_4,250,1148572
06383,15_1,186,1206458
06383,15_2,289,1471481
06383,15_3,273,1412626
06383,15_4,161,1113725
06384,14_1,78,5501562
06384,14_2,117,8475460
06384,14_3,79,10331323
06384,14_4,96,15851030
06384,15_1,109,11850201
06384,15_2,126,10019843
06384,15_3,59,10799084
06384,15_4,70,8367097
06385,14_1,204,1140006
06385,14_2,143,701992
06385,14_3,181,899250
06385,14_4,242,1150686
06385,15_1,198,894178
06385,15_2,253,1143802
06385,15_3,278,1622171
06385,15_4,247,918500
06386,14_1,76,1915394
06386,14_2,97,1862972
06386,14_3,58,1913415
06386,14_4,40,1565007
06386,15_1,46,879392
06386,15_2,61,1045122
06386,15_3,34,865531
06386,15_4,41,1538329
06387,14_1,226,9284828
06387,14_2,212,7383018
06387,14_3,202,7218936
06387,14_4,213,11930338
06387,15_1,192,15289376
06387,15_2,154,8573296
06387,15_3,243,10887488
06387,15_4,209,17141729
06388,14_1,99,4655374
06388,14_2,101,10016498
06388,14_3,35,2341570
06388,14_4,113,13133582
06388,15_1,61,3603001
06388,15_2,69,6542000
06388,15_3,75,4895893
06388,15_4,99,8162748
06389,14_1,49,7623577
06389,14_2,54,7661287
06389,14_3,39,9592904
06389,14_4,92,19815484
06389,15_1,44,9587565
06389,15_2,60,12797345
06389,15_3,126,16264090
06389,15_4,129,18333545
06390,14_1,361,2493207
06390,14_2,292,1887348
06390,14_3,374,2416430
06390,14_4,278,1525635
06390,15_1,319,2274823
06390,15_2,272,1743506
06390,15_3,313,2322190
06390,15_4,275,1593927
06391,14_1,253,1800211
06391,14_2,333,2013718
06391,14_3,328,2324846
06391,14_4,245,1113328
06391,15_1,314,1710500
06391,15_2,300,1532176
06391,15_3,218,1254702
06391,15_4,196,813739
06392,14_1,275,1174778
06392,14_2,376,2039684
06392,14_3,261,1397977
06392,14_4,310,1191854
06392,15_1,276,1403320
06392,15_2,317,1579772
06392,15_3,326,1584621
06392,15_4,294,1115328
06393,14_1,128,1183466
06393,14_2,48,1473790
06393,14_3,30,456997
06393,14_4,57,424094
06393,15_1,60,424798
06393,15_2,47,1766716
06393,15_3,49,587616
06393,15_4,51,276826
06394,14_1,132,2032399
06394,14_2,150,1148873
06394,14_3,180,1394189
06394,14_4,147,1382115
06394,15_1,162,1647478
06394,15_2,314,2334481
06394,15_3,217,1518561
06394,15_4,175,1314051
06395,14_1,33,1452013
06395,14_2,144,3192531
06395,14_3,223,6337830
06395,14_4,320,7026023
06395,15_1,223,8465398
06395,15_2,274,8589760
06395,15_3,98,2163392
06395,15_4,327,7298180
06396,14_1,205,1165904
06396,14_2,212,1735354
06396,14_3,233,1758160
06396,14_4,156,1110499
06396,15_1,204,2295277
06396,15_2,187,1550273
06396,15_3,200,1510186
06396,15_4,235,1090924
06397,14_1,162,7794159
06397,14_2,180,30223746
06397,14_3,126,13231370
06397,14_4,90,8516329
06397,15_1,118,21931853
06397,15_2,128,17329977
06397,15_3,72,11589573
06397,15_4,149,8503417
06398,14_1,324,2813824
06398,14_2,342,2687467
06398,14_3,285,3252619
06398,14_4,307,2376995
06398,15_1,298,2908212
06398,15_2,277,2188737
06398,15_3,323,3369114
06398,15_4,310,2134790
06399,14_1,44,3300630
06399,14_2,80,2627580
06399,14_3,75,2109634
06399,14_4,88,2450351
06399,15_1,52,1579640
06399,15_2,53,1788338
06399,15_3,82,1584919
06399,15_4,87,3449688
06400,14_1,87,4689688
06400,14_2,64,2613239
06400,14_3,80,3951782
06400,14_4,109,3825803
06400,15_1,63,3097223
06400,15_2,79,3763664
06400,15_3,82,3764428
06400,15_4,63,3176336
06401,14_1,367,2196557
06401,14_2,379,1662953
06401,14_3,430,2528333
06401,14_4,445,1894312
06401,15_1,413,1656456
06401,15_2,362,1640129
06401,15_3,414,2332052
06401,15_4,381,1432715
06402,14_1,169,3858847
06402,14_2,138,2540483
06402,14_3,154,3054754
06402,14_4,170,3109024
06402,15_1,287,6409248
06402,15_2,269,2608776
06402,15_3,276,7488037
06402,15_4,341,3291840
06403,14_1,115,8138747
06403,14_2,150,5010306
06403,14_3,122,9655434
06403,14_4,101,3798247
06403,15_1,118,10022028
06403,15_2,97,3448516
06403,15_3,88,8411232
06403,15_4,127,4200466
06404,14_1,142,48600334
06404,14_2,158,43038678
06404,14_3,117,17397123
06404,14_4,109,18475997
06404,15_1,113,44364584
06404,15_2,110,44365695
06404,15_3,136,40731420
06404,15_4,69,20084644
06405,14_1,180,653257
06405,14_2,179,1277810
06405,14_3,180,593210
06405,14_4,174,1068352
06405,15_1,163,680047
06405,15_2,176,987471
06405,15_3,235,872322
06405,15_4,190,459108
06406,14_1,219,1613075
06406,14_2,184,1760398
06406,14_3,229,2433187
06406,14_4,205,1872561
06406,15_1,191,1783555
06406,15_2,143,1391736
06406,15_3,179,2137912
06406,15_4,168,1159581
06407,14_1,56,1007133
06407,14_2,39,1638591
06407,14_3,43,1454370
06407,14_4,68,3594876
06407,15_1,66,2485814
06407,15_2,97,4438439
06407,15_3,152,5873360
06407,15_4,134,5125807
06408,14_1,102,16361321
06408,14_2,152,15393840
06408,14_3,114,33571147
06408,14_4,86,9097851
06408,15_1,67,8281811
06408,15_2,76,3797371
06408,15_3,134,8195927
06408,15_4,65,3366499
06409,14_1,140,14396122
06409,14_2,139,5449289
06409,14_3,162,16644862
06409,14_4,121,9897282
06409,15_1,126,8553497
06409,15_2,131,9819684
06409,15_3,119,6835157
06409,15_4,148,22106387
06410,14_1,32,3523155
06410,14_2,46,3015640
06410,14_3,31,4354787
06410,14_4,116,5491447
06410,15_1,125,4664834
06410,15_2,216,8601812
06410,15_3,131,5946123
06410,15_4,214,5722299
06411,14_1,202,11601022
06411,14_2,143,5344907
06411,14_3,151,6542670
06411,14_4,175,2071078
06411,15_1,234,10730019
06411,15_2,212,10926700
06411,15_3,247,10461304
06411,15_4,220,8166155
06412,14_1,163,1395015
06412,14_2,200,1217033
06412,14_3,186,2946002
06412,14_4,220,1338992
06412,15_1,278,1493944
06412,15_2,261,2008608
06412,15_3,289,1675783
06412,15_4,291,1423745
06413,14_1,288,1265953
06413,14_2,370,1523431
06413,14_3,350,1612348
06413,14_4,314,1366176
06413,15_1,345,1428356
06413,15_2,430,1798905
06413,15_3,334,1586504
06413,15_4,375,1179004
06414,14_1,166,5521214
06414,14_2,161,7750341
06414,14_3,48,3249656
06414,14_4,84,5951655
06414,15_1,116,7684568
06414,15_2,89,5050443
06414,15_3,107,10774618
06414,15_4,123,11640777
06415,14_1,307,1683184
06415,14_2,389,2061695
06415,14_3,364,1720018
06415,14_4,432,1789350
06415,15_1,376,1465187
06415,15_2,494,2291492
06415,15_3,484,2200727
06415,15_4,446,1306331
06416,14_1,177,869277
06416,14_2,174,783043
06416,14_3,208,1431903
06416,14_4,208,828513
06416,15_1,210,1506772
06416,15_2,189,1085244
06416,15_3,219,1107711
06416,15_4,197,924831
06417,14_1,2,4586
06417,14_2,16,183045
06417,14_3,7,36843
06417,14_4,267,717982
06417,15_1,357,1228899
06417,15_2,440,1695349
06417,15_3,382,1948049
06417,15_4,451,1288300
06418,14_1,309,25370917
06418,14_2,260,28398258
06418,14_3,264,18574375
06418,14_4,252,6743784
06418,15_1,247,19119054
06418,15_2,332,16306562
06418,15_3,258,39477243
06418,15_4,254,8926264
06419,14_1,189,3909853
06419,14_2,154,1409293
06419,14_3,189,2151690
06419,14_4,144,6103755
06419,15_1,124,1206506
06419,15_2,143,1970781
06419,15_3,118,1524593
06419,15_4,119,1361335
06420,14_1,72,5953733
06420,14_2,173,10311317
06420,14_3,79,2794915
06420,14_4,186,11512666
06420,15_1,73,6023326
06420,15_2,183,14360570
06420,15_3,170,7860803
06420,15_4,239,13489191
06421,14_1,84,2167207
06421,14_2,98,2974653
06421,14_3,56,1932657
06421,14_4,69,2935124
06421,15_1,55,7283473
06421,15_2,73,2410499
06421,15_3,64,1909723
06421,15_4,66,1729395
06422,14_1,247,1102901
06422,14_2,231,1065137
06422,14_3,283,1306529
06422,14_4,289,1512204
06422,15_1,312,1328744
06422,15_2,359,1603999
06422,15_3,396,1865042
06422,15_4,301,1227988
06423,14_1,161,3137237
06423,14_2,212,4243579
06423,14_3,130,3217401
06423,14_4,137,1150341
06423,15_1,155,3833884
06423,15_2,175,3358596
06423,15_3,172,2646848
06423,15_4,129,2373820
06424,14_1,113,15461159
06424,14_2,85,5711088
06424,14_3,54,5241101
06424,14_4,90,2890220
06424,15_1,98,9846352
06424,15_2,75,6978842
06424,15_3,74,4478661
06424,15_4,78,4368811
06425,14_1,422,1730912
06425,14_2,391,1718448
06425,14_3,389,1391924
06425,14_4,437,1380394
06425,15_1,436,1819721
06425,15_2,437,1923432
06425,15_3,411,2005513
06425,15_4,350,1284539
06426,14_1,178,1348694
06426,14_2,242,2231304
06426,14_3,221,1925939
06426,14_4,265,2010995
06426,15_1,196,1510937
06426,15_2,214,1433382
06426,15_3,221,1558276
06426,15_4,186,819694
06427,14_1,244,4541647
06427,14_2,220,1610320
06427,14_3,79,2052698
06427,14_4,283,1057099
06427,15_1,180,2097385
06427,15_2,245,1741367
06427,15_3,255,2241303
06427,15_4,332,4439479
06428,14_1,76,2874514
06428,14_2,92,58742086
06428,14_3,70,2053447
06428,14_4,84,1755236
06428,15_1,53,3170305
06428,15_2,63,1777116
06428,15_3,79,1966382
06428,15_4,101,5799749
06429,14_1,101,935753
06429,14_2,139,1355177
06429,14_3,135,1256680
06429,14_4,132,1147262
06429,15_1,64,831658
06429,15_2,93,992652
06429,15_3,108,1437673
06429,15_4,124,1047319
06430,14_1,283,1541059
06430,14_2,297,1621295
06430,14_3,275,1636490
06430,14_4,241,1092968
06430,15_1,300,1329450
06430,15_2,306,1663707
06430,15_3,317,1912590
06430,15_4,231,885203
06431,14_1,182,5863388
06431,14_2,134,6216578
06431,14_3,163,18431541
06431,14_4,135,4227646
06431,15_1,128,8857040
06431,15_2,174,11391354
06431,15_3,219,4800182
06431,15_4,177,4416092
06432,14_1,169,1889082
06432,14_2,166,2825099
06432,14_3,199,2476998
06432,14_4,171,1439032
06432,15_1,180,2038180
06432,15_2,218,3619044
06432,15_3,182,1684200
06432,15_4,149,1756955
06433,14_1,179,751996
06433,14_2,294,827259
06433,14_3,217,768121
06433,14_4,150,418179
06433,15_1,261,761105
06433,15_2,308,906450
06433,15_3,295,923881
06433,15_4,295,645103
06434,14_1,215,2131102
06434,14_2,180,2677774
06434,14_3,167,3746838
06434,14_4,165,2396313
06434,15_1,220,2694074
06434,15_2,189,3159182
06434,15_3,183,2867721
06434,15_4,196,3397093
06435,14_1,370,6865859
06435,14_2,415,10858301
06435,14_3,408,11242090
06435,14_4,284,4567597
06435,15_1,274,5477838
06435,15_2,389,7110998
06435,15_3,275,3680738
06435,15_4,422,7046712
06436,14_1,191,5099595
06436,14_2,127,12186391
06436,14_3,120,15996343
06436,14_4,209,8149372
06436,15_1,178,2106181
06436,15_2,161,4566170
06436,15_3,124,4947358
06436,15_4,129,10583706
06437,14_1,68,2102332
06437,14_2,40,1137482
06437,14_3,76,1936393
06437,14_4,63,2495146
06437,15_1,64,3564342
06437,15_2,96,2951521
06437,15_3,131,1850806
06437,15_4,106,3590259
06438,14_1,239,1464934
06438,14_2,155,794027
06438,14_3,255,1344095
06438,14_4,232,1047931
06438,15_1,241,1458656
06438,15_2,257,1486800
06438,15_3,238,1842988
06438,15_4,186,870242
